Senate - 1996 Election																
First Preference Votes by Candidate																
By Vote Type by Division																


New South Wales																

Banks (78925)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
		"LETH, Chris"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HOWSE, David Gordon"	IND	2	0	1	0.02	0	0	0	0	1	0.01	0	4	0.01
		"McKAY, Ross"	IND	4	0.01	1	0.02	0	0	0	0	1	0.01	0	6	0.01
		Ungrouped Total		22	0.04	2	0.03	1	0.21	1	0.06	3	0.04	0	29	0.04
			FORMAL	60197	95.24	5988	98.18	480	96.19	1668	98.41	7571	98.63	-4	75900	95.87
			INFORMAL	3007	4.76	111	1.82	19	3.81	27	1.59	105	1.37	3	3272	4.13
			TOTAL	63204	79.83	6099	7.7	499	0.63	1695	2.14	7676	9.7	-1	79172	95.89



Moncrieff (73656)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	ALP	12431	22.32	814	22.98	155	27.63	1028	21.82	509	22.27	0	14937	22.36
	#	"HOGG, John"	ALP	316	0.57	24	0.68	3	0.53	16	0.34	17	0.74	0	376	0.56
	#	"GIBBS, Brenda"	ALP	30	0.05	6	0.17	0	0	0	0	3	0.13	0	39	0.06
		"CALLAGHAN, Bernadette"	ALP	16	0.03	2	0.06	0	0	5	0.11	2	0.09	0	25	0.04
		Group Total	ALP	12793	22.97	846	23.88	158	28.16	1049	22.27	531	23.23	0	15377	23.02
B		TICKET VOTES	RBR	54	0.1	3	0.08	1	0.18	8	0.17	5	0.22	0	71	0.11
		"BUCKLEY, Brian"	RPA	3	0.01	0	0	0	0	0	0	0	0	0	3	0
		"BAILEY, David"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RBR	57	0.1	3	0.08	1	0.18	8	0.17	5	0.22	0	74	0.11
C		TICKET VOTES	NLP	64	0.11	6	0.17	0	0	6	0.13	4	0.17	0	80	0.12
		"AYYAR, Kris"	NLP	6	0.01	1	0.03	0	0	1	0.02	1	0.04	0	9	0.01
		"PRICE, John"	NLP	2	0	1	0.03	0	0	1	0.02	0	0	0	4	0.01
		Group Total	NLP	72	0.13	8	0.23	0	0	8	0.17	5	0.22	0	93	0.14
D		TICKET VOTES	GRN	1678	3.01	155	4.38	39	6.95	132	2.8	38	1.66	0	2042	3.06
		"JONES, Angela"	GRN	99	0.18	9	0.25	1	0.18	6	0.13	1	0.04	0	116	0.17
		"MAHONEY, Desiree"	GRN	4	0.01	1	0.03	0	0	0	0	2	0.09	0	7	0.01
		"CONNORS, Libby"	GRN	5	0.01	0	0	0	0	2	0.04	0	0	0	7	0.01
		Group Total	GRN	1786	3.21	165	4.66	40	7.13	140	2.97	41	1.79	0	2172	3.25
E		TICKET VOTES		5	0.01	0	0	0	0	3	0.06	1	0.04	0	9	0.01
		"JONES, John Lee"		1	0	2	0.06	0	0	0	0	0	0	0	3	0
		"JONES, Lee James"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		6	0.01	2	0.06	0	0	3	0.06	1	0.04	0	12	0.02
F		TICKET VOTES		16	0.03	1	0.03	0	0	1	0.02	0	0	0	18	0.03
		"YOUNG, Phillip James"		1	0	0	0	1	0.18	0	0	0	0	0	2	0
		"LADLOW, Harvie William"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		17	0.03	1	0.03	1	0.18	1	0.02	0	0	0	20	0.03
G		TICKET VOTES		35	0.06	1	0.03	0	0	6	0.13	0	0	0	42	0.06
		"FREEMARIJUANA, J."		26	0.05	5	0.14	0	0	1	0.02	1	0.04	0	33	0.05
		"KNEIPP, Tony"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		61	0.11	6	0.17	0	0	7	0.15	1	0.04	0	75	0.11
H		TICKET VOTES		31	0.06	0	0	0	0	2	0.04	0	0	0	33	0.05
		"McNIVEN, Ian"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"SMYTH, Ray"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"MARKS, Robert J."		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		34	0.06	0	0	0	0	2	0.04	0	0	0	36	0.05
I		TICKET VOTES	LP	29614	53.18	1772	50.03	274	48.84	2657	56.4	1282	56.08	0	35599	53.3
	#	"MACDONALD, Ian"	LP	296	0.53	27	0.76	2	0.36	39	0.83	41	1.79	0	405	0.61
	#	"HERRON, John"	LP	31	0.06	1	0.03	1	0.18	7	0.15	5	0.22	0	45	0.07
		"KEMBER, Debbie"	LP	41	0.07	6	0.17	0	0	2	0.04	9	0.39	0	58	0.09
		Group Total	LP	29982	53.84	1806	50.99	277	49.38	2705	57.42	1337	58.49	0	36107	54.06
J		TICKET VOTES	CTA	292	0.52	17	0.48	3	0.53	25	0.53	1	0.04	0	338	0.51
		"COOK, Harry"	CTA	29	0.05	4	0.11	0	0	4	0.08	2	0.09	0	39	0.06
		"COOK, Nan"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CTA	322	0.58	21	0.59	3	0.53	29	0.62	3	0.13	0	378	0.57
K		TICKET VOTES	AWP	236	0.42	28	0.79	4	0.71	22	0.47	12	0.52	0	302	0.45
		"KELLY, Mary"	AWP	17	0.03	0	0	2	0.36	1	0.02	1	0.04	0	21	0.03
		"YUILLE, Lizbeth"	AWP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"HUGHEY, Jenny"	AWP	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	AWP	256	0.46	28	0.79	6	1.07	23	0.49	13	0.57	0	326	0.49
L		TICKET VOTES	ASP	189	0.34	24	0.68	3	0.53	24	0.51	6	0.26	0	246	0.37
		"SALISBURY, Peter Robert"	ASP	14	0.03	0	0	0	0	4	0.08	3	0.13	0	21	0.03
		"ISON, Bill"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ASP	203	0.36	24	0.68	3	0.53	28	0.59	9	0.39	0	267	0.4
M		TICKET VOTES		15	0.03	1	0.03	0	0	1	0.02	0	0	0	17	0.03
		"HETHERINGTON, Maurice V."		1	0	0	0	0	0	0	0	0	0	0	1	0
		"RUSSELL, Ross Herbert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		16	0.03	1	0.03	0	0	1	0.02	0	0	0	18	0.03
N		TICKET VOTES	DEM	4861	8.73	353	9.97	31	5.53	313	6.64	147	6.43	0	5705	8.54
	#	"KERNOT, Cheryl"	DEM	385	0.69	27	0.76	1	0.18	22	0.47	26	1.14	0	461	0.69
		"WALTERS, Tony"	DEM	2	0	0	0	0	0	0	0	0	0	0	2	0
		"COLLINS, Peter J."	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0
		"REED, Annette Kim"	DEM	4	0.01	0	0	0	0	1	0.02	0	0	0	5	0.01
		Group Total	DEM	5252	9.43	380	10.73	32	5.7	336	7.13	173	7.57	0	6173	9.24
O		TICKET VOTES	AFI	262	0.47	17	0.48	5	0.89	29	0.62	12	0.52	0	325	0.49
		"MAYNE, Cynthia Dianne"	AFI	31	0.06	2	0.06	0	0	3	0.06	3	0.13	0	39	0.06
		"MINOGUE, John Gerard"	AFI	3	0.01	0	0	0	0	0	0	0	0	0	3	0
		Group Total	AFI	296	0.53	19	0.54	5	0.89	32	0.68	15	0.66	0	367	0.55
P		TICKET VOTES	OAP	37	0.07	4	0.11	0	0	3	0.06	0	0	0	44	0.07
		"JEWELL, Perry J. B."	OAP	2	0	1	0.03	0	0	0	0	0	0	0	3	0
		"GRAYSON, Michael William"	OAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	OAP	39	0.07	5	0.14	0	0	3	0.06	0	0	0	47	0.07
Q		TICKET VOTES	NP	4361	7.83	215	6.07	32	5.7	332	7.05	143	6.26	0	5083	7.61
	#	"BOSWELL, Ron"	NP	74	0.13	4	0.11	1	0.18	3	0.06	9	0.39	0	91	0.14
		"COBB, Teresa M."	NP	7	0.01	1	0.03	0	0	0	0	0	0	0	8	0.01
		"CRANWELL, Terry Ann"	NP	6	0.01	1	0.03	0	0	0	0	0	0	0	7	0.01
		Group Total	NP	4448	7.99	221	6.24	33	5.88	335	7.11	152	6.65	0	5189	7.77
R		TICKET VOTES	AIP	29	0.05	3	0.08	2	0.36	0	0	0	0	0	34	0.05
		"WATSON, Sam"	AIP	4	0.01	1	0.03	0	0	0	0	0	0	0	5	0.01
		"TYSON, Netta"	AIP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	AIP	33	0.06	4	0.11	2	0.36	0	0	0	0	0	39	0.06
UNGROUPED																
		"Mac NEVIN, Michelle"	IND	12	0.02	0	0	0	0	1	0.02	0	0	0	13	0.02
		"LETH, Chris"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HOWSE, David Gordon"	IND	3	0.01	0	0	0	0	0	0	0	0	0	3	0
		"McKAY, Ross"	IND	0	0	2	0.06	0	0	0	0	0	0	0	2	0
		Ungrouped Total		15	0.03	2	0.06	0	0	1	0.02	0	0	0	18	0.03
			FORMAL	55688	96.34	3542	97.82	561	95.41	4711	98.47	2286	97.11	0	66788	96.58
			INFORMAL	2115	3.66	79	2.18	27	4.59	73	1.53	68	2.89	0	2362	3.42
			TOTAL	57803	83.59	3621	5.24	588	0.85	4784	6.92	2354	3.4	0	69150	93.88



Moreton (84927)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	ALP	20105	30.68	1838	29.88	165	35.03	856	30.14	1217	35.89	0	24181	30.85
	#	"HOGG, John"	ALP	583	0.89	54	0.88	5	1.06	28	0.99	29	0.86	-1	698	0.89
	#	"GIBBS, Brenda"	ALP	117	0.18	17	0.28	3	0.64	8	0.28	15	0.44	0	160	0.2
		"CALLAGHAN, Bernadette"	ALP	99	0.15	4	0.07	0	0	13	0.46	6	0.18	0	122	0.16
		Group Total	ALP	20904	31.9	1913	31.1	173	36.73	905	31.87	1267	37.36	-1	25161	32.1
B		TICKET VOTES	RBR	69	0.11	6	0.1	2	0.42	5	0.18	1	0.03	0	83	0.11
		"BUCKLEY, Brian"	RPA	9	0.01	0	0	0	0	0	0	2	0.06	0	11	0.01
		"BAILEY, David"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RBR	78	0.12	6	0.1	2	0.42	5	0.18	3	0.09	0	94	0.12
C		TICKET VOTES	NLP	58	0.09	14	0.23	3	0.64	4	0.14	2	0.06	0	81	0.1
		"AYYAR, Kris"	NLP	10	0.02	1	0.02	0	0	2	0.07	0	0	0	13	0.02
		"PRICE, John"	NLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	69	0.11	15	0.24	3	0.64	6	0.21	2	0.06	0	95	0.12
D		TICKET VOTES	GRN	1314	2.01	292	4.75	26	5.52	96	3.38	38	1.12	0	1766	2.25
		"JONES, Angela"	GRN	159	0.24	20	0.33	2	0.42	14	0.49	8	0.24	0	203	0.26
		"MAHONEY, Desiree"	GRN	3	0	0	0	0	0	0	0	0	0	0	3	0
		"CONNORS, Libby"	GRN	13	0.02	2	0.03	0	0	0	0	1	0.03	0	16	0.02
		Group Total	GRN	1489	2.27	314	5.1	28	5.94	110	3.87	47	1.39	0	1988	2.54
E		TICKET VOTES		17	0.03	2	0.03	0	0	0	0	0	0	0	19	0.02
		"JONES, John Lee"		8	0.01	1	0.02	0	0	1	0.04	0	0	0	10	0.01
		"JONES, Lee James"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		25	0.04	3	0.05	0	0	1	0.04	0	0	0	29	0.04
F		TICKET VOTES		57	0.09	6	0.1	1	0.21	2	0.07	2	0.06	0	68	0.09
		"YOUNG, Phillip James"		47	0.07	0	0	0	0	1	0.04	1	0.03	-1	48	0.06
		"LADLOW, Harvie William"		1	0	1	0.02	0	0	0	0	0	0	1	3	0
		Group Total		105	0.16	7	0.11	1	0.21	3	0.11	3	0.09	0	119	0.15
G		TICKET VOTES		79	0.12	16	0.26	1	0.21	2	0.07	0	0	0	98	0.13
		"FREEMARIJUANA, J."		100	0.15	26	0.42	1	0.21	4	0.14	3	0.09	6	140	0.18
		"KNEIPP, Tony"		3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		Group Total		182	0.28	43	0.7	2	0.42	6	0.21	3	0.09	6	242	0.31
H		TICKET VOTES		41	0.06	2	0.03	0	0	1	0.04	3	0.09	0	47	0.06
		"McNIVEN, Ian"		3	0	0	0	0	0	0	0	0	0	0	3	0
		"SMYTH, Ray"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"MARKS, Robert J."		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		44	0.07	2	0.03	0	0	1	0.04	3	0.09	0	50	0.06
I		TICKET VOTES	LP	27055	41.28	2313	37.6	159	33.76	1267	44.61	1473	43.44	1	32268	41.17
	#	"MACDONALD, Ian"	LP	588	0.9	55	0.89	5	1.06	30	1.06	49	1.45	-1	726	0.93
	#	"HERRON, John"	LP	86	0.13	11	0.18	0	0	6	0.21	8	0.24	-1	110	0.14
		"KEMBER, Debbie"	LP	55	0.08	7	0.11	0	0	4	0.14	4	0.12	0	70	0.09
		Group Total	LP	27784	42.4	2386	38.78	164	34.82	1307	46.02	1534	45.24	-1	33174	42.33
J		TICKET VOTES	CTA	214	0.33	24	0.39	1	0.21	16	0.56	8	0.24	0	263	0.34
		"COOK, Harry"	CTA	55	0.08	2	0.03	0	0	4	0.14	3	0.09	1	65	0.08
		"COOK, Nan"	CTA	4	0.01	0	0	0	0	0	0	0	0	-1	3	0
		Group Total	CTA	273	0.42	26	0.42	1	0.21	20	0.7	11	0.32	0	331	0.42
K		TICKET VOTES	AWP	269	0.41	64	1.04	2	0.42	23	0.81	21	0.62	0	379	0.48
		"KELLY, Mary"	AWP	80	0.12	7	0.11	0	0	3	0.11	1	0.03	-10	81	0.1
		"YUILLE, Lizbeth"	AWP	1	0	0	0	0	0	0	0	0	0	-1	0	0
		"HUGHEY, Jenny"	AWP	8	0.01	1	0.02	0	0	0	0	0	0	0	9	0.01
		Group Total	AWP	358	0.55	72	1.17	2	0.42	26	0.92	22	0.65	-11	469	0.6
L		TICKET VOTES	ASP	202	0.31	22	0.36	2	0.42	16	0.56	7	0.21	0	249	0.32
		"SALISBURY, Peter Robert"	ASP	37	0.06	1	0.02	0	0	2	0.07	2	0.06	-2	40	0.05
		"ISON, Bill"	ASP	2	0	0	0	0	0	0	0	0	0	-2	0	0
		Group Total	ASP	241	0.37	23	0.37	2	0.42	18	0.63	9	0.27	-4	289	0.37
M		TICKET VOTES		16	0.02	1	0.02	1	0.21	1	0.04	0	0	0	19	0.02
		"HETHERINGTON, Maurice V."		0	0	0	0	0	0	1	0.04	0	0	0	1	0
		"RUSSELL, Ross Herbert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		16	0.02	1	0.02	1	0.21	2	0.07	0	0	0	20	0.03
N		TICKET VOTES	DEM	9065	13.83	848	13.78	59	12.53	284	10	276	8.14	0	10532	13.44
	#	"KERNOT, Cheryl"	DEM	1338	2.04	99	1.61	6	1.27	50	1.76	56	1.65	0	1549	1.98
		"WALTERS, Tony"	DEM	4	0.01	2	0.03	0	0	0	0	1	0.03	0	7	0.01
		"COLLINS, Peter J."	DEM	4	0.01	0	0	0	0	0	0	1	0.03	0	5	0.01
		"REED, Annette Kim"	DEM	9	0.01	2	0.03	0	0	0	0	1	0.03	0	12	0.02
		Group Total	DEM	10420	15.9	951	15.46	65	13.8	334	11.76	335	9.88	0	12105	15.44
O		TICKET VOTES	AFI	365	0.56	66	1.07	7	1.49	16	0.56	28	0.83	0	482	0.61
		"MAYNE, Cynthia Dianne"	AFI	75	0.11	7	0.11	0	0	2	0.07	6	0.18	0	90	0.11
		"MINOGUE, John Gerard"	AFI	13	0.02	0	0	0	0	0	0	0	0	0	13	0.02
		Group Total	AFI	453	0.69	73	1.19	7	1.49	18	0.63	34	1	0	585	0.75
P		TICKET VOTES	OAP	45	0.07	8	0.13	0	0	2	0.07	1	0.03	0	56	0.07
		"JEWELL, Perry J. B."	OAP	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"GRAYSON, Michael William"	OAP	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	OAP	53	0.08	8	0.13	0	0	2	0.07	1	0.03	0	64	0.08
Q		TICKET VOTES	NP	2797	4.27	278	4.52	17	3.61	66	2.32	101	2.98	0	3259	4.16
	#	"BOSWELL, Ron"	NP	141	0.22	17	0.28	1	0.21	7	0.25	11	0.32	0	177	0.23
		"COBB, Teresa M."	NP	8	0.01	1	0.02	0	0	0	0	0	0	0	9	0.01
		"CRANWELL, Terry Ann"	NP	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		Group Total	NP	2946	4.5	297	4.83	18	3.82	73	2.57	112	3.3	0	3446	4.4
R		TICKET VOTES	AIP	39	0.06	9	0.15	1	0.21	0	0	2	0.06	0	51	0.07
		"WATSON, Sam"	AIP	21	0.03	1	0.02	0	0	1	0.04	0	0	1	24	0.03
		"TYSON, Netta"	AIP	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	AIP	63	0.1	10	0.16	1	0.21	1	0.04	2	0.06	1	78	0.1
UNGROUPED																
		"Mac NEVIN, Michelle"	IND	22	0.03	2	0.03	1	0.21	1	0.04	1	0.03	0	27	0.03
		"LETH, Chris"	IND	2	0	0	0	0	0	1	0.04	0	0	0	3	0
		"HOWSE, David Gordon"	IND	3	0	0	0	0	0	0	0	1	0.03	-1	3	0
		"McKAY, Ross"	IND	4	0.01	0	0	0	0	0	0	1	0.03	1	6	0.01
		Ungrouped Total		31	0.05	2	0.03	1	0.21	2	0.07	3	0.09	0	39	0.05
			FORMAL	65534	96.32	6152	98.48	471	95.54	2840	98.44	3391	97.81	-10	78378	96.62
			INFORMAL	2501	3.68	95	1.52	22	4.46	45	1.56	76	2.19	2	2741	3.38
			TOTAL	68035	83.87	6247	7.7	493	0.61	2885	3.56	3467	4.27	-8	81119	95.52



Oxley (75751)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	ALP	23019	37.58	1512	36.93	113	50.45	761	34.59	1107	47.03	4	26516	37.82
	#	"HOGG, John"	ALP	568	0.93	49	1.2	1	0.45	8	0.36	28	1.19	-7	647	0.92
	#	"GIBBS, Brenda"	ALP	123	0.2	8	0.2	0	0	0	0	9	0.38	-2	138	0.2
		"CALLAGHAN, Bernadette"	ALP	52	0.08	4	0.1	0	0	3	0.14	5	0.21	0	64	0.09
		Group Total	ALP	23762	38.79	1573	38.42	114	50.89	772	35.09	1149	48.81	-5	27365	39.03
B		TICKET VOTES	RBR	88	0.14	11	0.27	1	0.45	3	0.14	2	0.08	0	105	0.15
		"BUCKLEY, Brian"	RPA	11	0.02	1	0.02	0	0	0	0	2	0.08	0	14	0.02
		"BAILEY, David"	ABR	1	0	1	0.02	0	0	0	0	0	0	0	2	0
		Group Total	RBR	100	0.16	13	0.32	1	0.45	3	0.14	4	0.17	0	121	0.17
C		TICKET VOTES	NLP	117	0.19	15	0.37	2	0.89	2	0.09	2	0.08	0	138	0.2
		"AYYAR, Kris"	NLP	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"PRICE, John"	NLP	1	0	1	0.02	0	0	0	0	0	0	0	2	0
		Group Total	NLP	122	0.2	16	0.39	2	0.89	2	0.09	2	0.08	0	144	0.21
D		TICKET VOTES	GRN	1718	2.8	187	4.57	9	4.02	69	3.14	35	1.49	0	2018	2.88
		"JONES, Angela"	GRN	108	0.18	12	0.29	1	0.45	4	0.18	7	0.3	0	132	0.19
		"MAHONEY, Desiree"	GRN	11	0.02	1	0.02	0	0	0	0	0	0	0	12	0.02
		"CONNORS, Libby"	GRN	7	0.01	2	0.05	0	0	0	0	0	0	0	9	0.01
		Group Total	GRN	1844	3.01	202	4.93	10	4.46	73	3.32	42	1.78	0	2171	3.1
E		TICKET VOTES		35	0.06	2	0.05	0	0	0	0	0	0	0	37	0.05
		"JONES, John Lee"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"JONES, Lee James"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		37	0.06	2	0.05	0	0	0	0	0	0	0	39	0.06
F		TICKET VOTES		51	0.08	7	0.17	0	0	2	0.09	1	0.04	0	61	0.09
		"YOUNG, Phillip James"		13	0.02	0	0	0	0	1	0.05	1	0.04	0	15	0.02
		"LADLOW, Harvie William"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		64	0.1	7	0.17	0	0	3	0.14	2	0.08	0	76	0.11
G		TICKET VOTES		63	0.1	4	0.1	0	0	3	0.14	5	0.21	0	75	0.11
		"FREEMARIJUANA, J."		53	0.09	8	0.2	1	0.45	2	0.09	3	0.13	0	67	0.1
		"KNEIPP, Tony"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		116	0.19	12	0.29	1	0.45	5	0.23	8	0.34	0	142	0.2
H		TICKET VOTES		34	0.06	1	0.02	0	0	2	0.09	1	0.04	0	38	0.05
		"McNIVEN, Ian"		3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"SMYTH, Ray"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"MARKS, Robert J."		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		37	0.06	2	0.05	0	0	2	0.09	1	0.04	0	42	0.06
I		TICKET VOTES	LP	17765	29	1240	30.29	48	21.43	785	35.68	658	27.95	0	20496	29.23
	#	"MACDONALD, Ian"	LP	524	0.86	43	1.05	3	1.34	22	1	21	0.89	-1	612	0.87
	#	"HERRON, John"	LP	76	0.12	3	0.07	0	0	2	0.09	12	0.51	0	93	0.13
		"KEMBER, Debbie"	LP	51	0.08	4	0.1	0	0	1	0.05	3	0.13	0	59	0.08
		Group Total	LP	18416	30.07	1290	31.51	51	22.77	810	36.82	694	29.48	-1	21260	30.32
J		TICKET VOTES	CTA	350	0.57	15	0.37	0	0	16	0.73	11	0.47	0	392	0.56
		"COOK, Harry"	CTA	51	0.08	4	0.1	0	0	3	0.14	2	0.08	0	60	0.09
		"COOK, Nan"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CTA	402	0.66	19	0.46	0	0	19	0.86	13	0.55	0	453	0.65
K		TICKET VOTES	AWP	546	0.89	34	0.83	0	0	20	0.91	22	0.93	0	622	0.89
		"KELLY, Mary"	AWP	46	0.08	3	0.07	0	0	2	0.09	0	0	-1	50	0.07
		"YUILLE, Lizbeth"	AWP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"HUGHEY, Jenny"	AWP	1	0	0	0	1	0.45	0	0	0	0	0	2	0
		Group Total	AWP	594	0.97	37	0.9	1	0.45	22	1	22	0.93	-1	675	0.96
L		TICKET VOTES	ASP	543	0.89	35	0.85	0	0	24	1.09	8	0.34	0	610	0.87
		"SALISBURY, Peter Robert"	ASP	54	0.09	4	0.1	0	0	3	0.14	4	0.17	0	65	0.09
		"ISON, Bill"	ASP	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		Group Total	ASP	601	0.98	39	0.95	0	0	27	1.23	12	0.51	0	679	0.97
M		TICKET VOTES		24	0.04	2	0.05	0	0	1	0.05	0	0	0	27	0.04
		"HETHERINGTON, Maurice V."		0	0	0	0	0	0	0	0	1	0.04	0	1	0
		"RUSSELL, Ross Herbert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		24	0.04	2	0.05	0	0	1	0.05	1	0.04	0	28	0.04
N		TICKET VOTES	DEM	9462	15.45	537	13.12	32	14.29	250	11.36	221	9.39	1	10503	14.98
	#	"KERNOT, Cheryl"	DEM	831	1.36	45	1.1	1	0.45	19	0.86	23	0.98	1	920	1.31
		"WALTERS, Tony"	DEM	2	0	0	0	0	0	0	0	1	0.04	0	3	0
		"COLLINS, Peter J."	DEM	3	0	0	0	0	0	0	0	0	0	0	3	0
		"REED, Annette Kim"	DEM	12	0.02	0	0	0	0	0	0	0	0	0	12	0.02
		Group Total	DEM	10310	16.83	582	14.22	33	14.73	269	12.23	245	10.41	2	11441	16.32
O		TICKET VOTES	AFI	606	0.99	44	1.07	5	2.23	20	0.91	29	1.23	0	704	1
		"MAYNE, Cynthia Dianne"	AFI	47	0.08	1	0.02	0	0	3	0.14	3	0.13	0	54	0.08
		"MINOGUE, John Gerard"	AFI	4	0.01	1	0.02	0	0	0	0	0	0	0	5	0.01
		Group Total	AFI	657	1.07	46	1.12	5	2.23	23	1.05	32	1.36	0	763	1.09
P		TICKET VOTES	OAP	153	0.25	11	0.27	0	0	7	0.32	3	0.13	0	174	0.25
		"JEWELL, Perry J. B."	OAP	14	0.02	0	0	0	0	0	0	0	0	0	14	0.02
		"GRAYSON, Michael William"	OAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	OAP	167	0.27	11	0.27	0	0	7	0.32	3	0.13	0	188	0.27
Q		TICKET VOTES	NP	3683	6.01	214	5.23	5	2.23	146	6.64	97	4.12	0	4145	5.91
	#	"BOSWELL, Ron"	NP	133	0.22	10	0.24	0	0	5	0.23	15	0.64	0	163	0.23
		"COBB, Teresa M."	NP	7	0.01	1	0.02	0	0	0	0	3	0.13	0	11	0.02
		"CRANWELL, Terry Ann"	NP	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Group Total	NP	3828	6.25	225	5.5	5	2.23	151	6.86	115	4.89	0	4324	6.17
R		TICKET VOTES	AIP	120	0.2	12	0.29	1	0.45	7	0.32	7	0.3	0	147	0.21
		"WATSON, Sam"	AIP	14	0.02	2	0.05	0	0	0	0	0	0	0	16	0.02
		"TYSON, Netta"	AIP	7	0.01	0	0	0	0	1	0.05	0	0	0	8	0.01
		Group Total	AIP	141	0.23	14	0.34	1	0.45	8	0.36	7	0.3	0	171	0.24
UNGROUPED																
		"Mac NEVIN, Michelle"	IND	20	0.03	1	0.02	0	0	3	0.14	0	0	0	24	0.03
		"LETH, Chris"	IND	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"HOWSE, David Gordon"	IND	2	0	0	0	0	0	0	0	0	0	0	2	0
		"McKAY, Ross"	IND	6	0.01	0	0	0	0	0	0	2	0.08	0	8	0.01
		Ungrouped Total		31	0.05	2	0.05	0	0	3	0.14	2	0.08	0	38	0.05
			FORMAL	61253	97.05	4094	98.56	224	98.68	2200	98.88	2354	97.84	-5	70120	97.22
			INFORMAL	1864	2.95	60	1.44	3	1.32	25	1.12	52	2.16	4	2008	2.78
			TOTAL	63117	87.51	4154	5.76	227	0.31	2225	3.08	2406	3.34	-1	72128	95.22



Petrie (80918)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	ALP	20038	31.34	1728	32.18	175	40.23	635	29.33	1028	33.3	3	23607	31.48
	#	"HOGG, John"	ALP	451	0.71	45	0.84	6	1.38	19	0.88	29	0.94	6	556	0.74
	#	"GIBBS, Brenda"	ALP	49	0.08	9	0.17	1	0.23	4	0.18	1	0.03	0	64	0.09
		"CALLAGHAN, Bernadette"	ALP	36	0.06	6	0.11	1	0.23	2	0.09	6	0.19	0	51	0.07
		Group Total	ALP	20574	32.18	1788	33.3	183	42.07	660	30.48	1064	34.47	9	24278	32.37
B		TICKET VOTES	RBR	64	0.1	9	0.17	3	0.69	2	0.09	2	0.06	0	80	0.11
