Senate -1998 Election															
First Preference Votes by Candidate															
By Vote Type by Division															


New South Wales															

Banks (80108)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
		Group Total	FST	316	0.5	12	0.24	3	0.39	11	0.52	9	0.24	351	0.46
G		TICKET VOTES	CTA	438	0.69	57	1.12	3	0.39	19	0.89	27	0.71	544	0.72
		"BRADFORD, John"	CTA	54	0.08	8	0.16	0	0	2	0.09	5	0.13	69	0.09
		"BLACKMAN, Kerry"	CTA	6	0.01	0	0	0	0	0	0	0	0	6	0.01
		"MacKENZIE, Judy"	CTA	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	CTA	500	0.78	65	1.28	3	0.39	21	0.99	32	0.84	621	0.82
H		TICKET VOTES	FLR	80	0.13	11	0.22	1	0.13	5	0.24	2	0.05	99	0.13
		"WEEDON, Barry Francis"	FLR	1	0	0	0	0	0	0	0	1	0.03	2	0
		"SOMERS, Robyn Ellen"	FLR	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	FLR	82	0.13	11	0.22	1	0.13	5	0.24	3	0.08	102	0.14
I		TICKET VOTES	HAN	13405	21.04	1037	20.35	185	23.93	471	22.16	778	20.35	15876	21.02
	#	"HILL, Heather"	HAN	682	1.07	72	1.41	3	0.39	28	1.32	80	2.09	865	1.15
		"HARRIS, Len"	HAN	54	0.08	5	0.1	0	0	2	0.09	5	0.13	66	0.09
		"GORDON, Sue"	HAN	7	0.01	2	0.04	0	0	0	0	1	0.03	10	0.01
		"ANNING, David"	HAN	7	0.01	2	0.04	1	0.13	0	0	3	0.08	13	0.02
		"EVANS, Barry John"	HAN	7	0.01	0	0	1	0.13	0	0	3	0.08	11	0.01
		Group Total	HAN	14162	22.23	1118	21.94	190	24.58	501	23.58	870	22.76	16841	22.3
J		TICKET VOTES	CEC	367	0.58	2	0.04	2	0.26	1	0.05	4	0.1	376	0.5
		"HETHERINGTON, Maurice"	CEC	12	0.02	0	0	0	0	0	0	1	0.03	13	0.02
		"GILLHAM, Ray"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	379	0.59	2	0.04	2	0.26	1	0.05	5	0.13	389	0.52
K		TICKET VOTES	OAP	352	0.55	24	0.47	9	1.16	16	0.75	2	0.05	403	0.53
		"ZOCCHI, Mario"	OAP	6	0.01	0	0	1	0.13	0	0	0	0	7	0.01
		"BUCKLEY, Ray"	OAP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	OAP	358	0.56	24	0.47	10	1.29	16	0.75	2	0.05	410	0.54
L		TICKET VOTES	NLP	118	0.19	10	0.2	3	0.39	5	0.24	5	0.13	141	0.19
		"WILSON, Geoff"	NLP	3	0	0	0	0	0	0	0	0	0	3	0
		"McKENZIE, Dorothy"	NLP	2	0	1	0.02	0	0	0	0	0	0	3	0
		Group Total	NLP	123	0.19	11	0.22	3	0.39	5	0.24	5	0.13	147	0.19
M		TICKET VOTES	ARP	59	0.09	1	0.02	2	0.26	3	0.14	5	0.13	70	0.09
		"MOLONEY, Brenda Mary"	ARP	2	0	0	0	0	0	0	0	0	0	2	0
		"FLEMING, Terry"	ARP	4	0.01	1	0.02	0	0	0	0	0	0	5	0.01
		Group Total	ARP	65	0.1	2	0.04	2	0.26	3	0.14	5	0.13	77	0.1
N		TICKET VOTES	DEM	2555	4.01	255	5	12	1.55	100	4.71	101	2.64	3023	4
	#	"WOODLEY, John"	DEM	245	0.38	22	0.43	1	0.13	8	0.38	10	0.26	286	0.38
		"CHERRY, John Clifford"	DEM	2	0	1	0.02	0	0	0	0	2	0.05	5	0.01
		"BATHURST, Megan Jane"	DEM	22	0.03	5	0.1	0	0	1	0.05	2	0.05	30	0.04
		Group Total	DEM	2824	4.43	283	5.55	13	1.68	109	5.13	115	3.01	3344	4.43
O		TICKET VOTES	ACS	142	0.22	10	0.2	2	0.26	3	0.14	20	0.52	177	0.23
		"THE FAMILY COURT REFUSES MY DAUR, Bruce"	ACS	6	0.01	2	0.04	0	0	0	0	1	0.03	9	0.01
		"SOUTHALL, Steve"	ACS	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ACS	148	0.23	12	0.24	2	0.26	3	0.14	21	0.55	186	0.25
P		TICKET VOTES	ALP	18785	29.48	1418	27.83	317	41.01	596	28.05	609	15.93	21725	28.76
	#	"McLUCAS, Jan"	ALP	355	0.56	25	0.49	1	0.13	11	0.52	26	0.68	418	0.55
	#	"LUDWIG, Joe"	ALP	12	0.02	3	0.06	0	0	0	0	3	0.08	18	0.02
		"PIASECKI, Jann"	ALP	14	0.02	0	0	0	0	1	0.05	1	0.03	16	0.02
		Group Total	ALP	19166	30.08	1446	28.38	318	41.14	608	28.61	639	16.71	22177	29.36
Q		TICKET VOTES	LP	6560	10.3	1016	19.94	74	9.57	384	18.07	363	9.5	8397	11.12
	#	"PARER, Warwick"	LP	140	0.22	22	0.43	1	0.13	15	0.71	24	0.63	202	0.27
	#	"MASON, Brett"	LP	6	0.01	1	0.02	0	0	0	0	0	0	7	0.01
		"MacGIBBON, David"	LP	5	0.01	1	0.02	0	0	0	0	0	0	6	0.01
		"KEMBER, Deborah"	LP	19	0.03	0	0	0	0	1	0.05	3	0.08	23	0.03
		Group Total	LP	6730	10.56	1040	20.41	75	9.7	400	18.82	390	10.2	8635	11.43
R		TICKET VOTES	AWP	259	0.41	35	0.69	6	0.78	12	0.56	12	0.31	324	0.43
		"KELLY, Mary"	AWP	15	0.02	2	0.04	0	0	1	0.05	2	0.05	20	0.03
		"HUGHEY, Jenny"	AWP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	AWP	274	0.43	37	0.73	6	0.78	13	0.61	14	0.37	344	0.46
S		TICKET VOTES		175	0.27	5	0.1	1	0.13	2	0.09	1	0.03	184	0.24
		"JOHNSTON, Selwyn N. L."		4	0.01	1	0.02	0	0	0	0	0	0	5	0.01
		"JOHNSTON, Aaron M."		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		179	0.28	6	0.12	1	0.13	2	0.09	1	0.03	189	0.25
T		TICKET VOTES	DSL	117	0.18	12	0.24	1	0.13	2	0.09	5	0.13	137	0.18
		"GIANNIOTIS, Andy"	DSL	3	0	0	0	0	0	0	0	0	0	3	0
		"WYNTER, Coral"	DSL	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	DSL	122	0.19	12	0.24	1	0.13	2	0.09	5	0.13	142	0.19
U		TICKET VOTES	GRN	684	1.07	92	1.81	12	1.55	36	1.69	21	0.55	845	1.12
		"HUTTON, Drew"	GRN	88	0.14	10	0.2	0	0	4	0.19	5	0.13	107	0.14
		"MAHONEY, Desiree"	GRN	5	0.01	0	0	0	0	0	0	0	0	5	0.01
		"GWIN, Chris"	GRN	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	GRN	779	1.22	102	2	12	1.55	40	1.88	26	0.68	959	1.27
UNGROUPED															
		"MacNEVIN, Michelle J."	IND	23	0.04	0	0	0	0	1	0.05	2	0.05	26	0.03
		"SHARPLES, Terry"	IND	0	0	0	0	0	0	0	0	1	0.03	1	0
		"DALTON, Kenny"	IND	5	0.01	0	0	0	0	0	0	0	0	5	0.01
		"HODGETTS, Doug"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"PEACH, Bryan"	IND	5	0.01	2	0.04	0	0	1	0.05	2	0.05	10	0.01
		Ungrouped Total		34	0.05	2	0.04	0	0	2	0.09	5	0.13	43	0.06
			FORMAL	63714	95.47	5096	98.04	773	95.79	2125	98.43	3823	98.58	75531	95.88
			INFORMAL	3024	4.53	102	1.96	34	4.21	34	1.57	55	1.42	3249	4.12
			TOTAL	66738	84.71	5198	6.6	807	1.02	2159	2.74	3878	4.92	78780	93.41



Leichhardt (80711)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	QF	517	0.85	18	0.43	9	1	13	0.34	9	0.41	566	0.78
		"COLSTON, David Andrew"	QF	49	0.08	0	0	1	0.11	2	0.05	2	0.09	54	0.07
		"COLSTON, Dawn Patricia"	QF	3	0	0	0	0	0	0	0	0	0	3	0
		Group Total	QF	569	0.93	18	0.43	10	1.11	15	0.39	11	0.5	623	0.86
B		TICKET VOTES		21	0.03	0	0	1	0.11	1	0.03	1	0.05	24	0.03
		"LINSLEY, Jan"		6	0.01	1	0.02	0	0	1	0.03	2	0.09	10	0.01
		"MEREDITH, Percy"		0	0	0	0	0	0	1	0.03	0	0	1	0
		Group Total		27	0.04	1	0.02	1	0.11	3	0.08	3	0.14	35	0.05
C		TICKET VOTES		16	0.03	0	0	1	0.11	3	0.08	0	0	20	0.03
		"PAYNE, Noel Andrew"		3	0	0	0	0	0	0	0	0	0	3	0
		"PAVIER, Jim"		3	0	0	0	0	0	0	0	0	0	3	0
		Group Total		22	0.04	0	0	1	0.11	3	0.08	0	0	26	0.04
D		TICKET VOTES		284	0.47	18	0.43	6	0.67	16	0.41	3	0.14	327	0.45
		"FONG, Harry"	UNI	18	0.03	1	0.02	2	0.22	3	0.08	0	0	24	0.03
		"TOOGOOD, Chris"	UNI	5	0.01	0	0	0	0	1	0.03	0	0	6	0.01
		Group Total		307	0.5	19	0.45	8	0.89	20	0.52	3	0.14	357	0.49
E		TICKET VOTES	NP	3924	6.43	347	8.29	40	4.45	178	4.6	195	8.81	4684	6.48
		"O'CHEE, Bill"	NP	253	0.41	33	0.79	2	0.22	17	0.44	30	1.36	335	0.46
		"BRADLEY, Thomas Joseph"	NP	1	0	0	0	0	0	0	0	0	0	1	0
		"COBB, Teresa M."	NP	3	0	0	0	0	0	0	0	0	0	3	0
		Group Total	NP	4181	6.85	380	9.08	42	4.67	195	5.04	225	10.16	5023	6.95
F		TICKET VOTES	FST	185	0.3	13	0.31	3	0.33	2	0.05	3	0.14	206	0.29
		"NAGLE, Eric"	FST	10	0.02	0	0	0	0	0	0	1	0.05	11	0.02
		"DUKE, Klaus"	FST	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	FST	195	0.32	13	0.31	3	0.33	2	0.05	4	0.18	217	0.3
G		TICKET VOTES	CTA	470	0.77	51	1.22	8	0.89	35	0.9	19	0.86	583	0.81
		"BRADFORD, John"	CTA	68	0.11	6	0.14	0	0	5	0.13	5	0.23	84	0.12
		"BLACKMAN, Kerry"	CTA	2	0	0	0	1	0.11	0	0	0	0	3	0
		"MacKENZIE, Judy"	CTA	0	0	1	0.02	0	0	0	0	0	0	1	0
		Group Total	CTA	540	0.88	58	1.39	9	1	40	1.03	24	1.08	671	0.93
H		TICKET VOTES	FLR	77	0.13	3	0.07	1	0.11	5	0.13	1	0.05	87	0.12
		"WEEDON, Barry Francis"	FLR	1	0	1	0.02	0	0	0	0	0	0	2	0
		"SOMERS, Robyn Ellen"	FLR	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	FLR	78	0.13	4	0.1	1	0.11	5	0.13	1	0.05	89	0.12
I		TICKET VOTES	HAN	8143	13.33	602	14.39	120	13.35	522	13.48	416	18.79	9803	13.57
	#	"HILL, Heather"	HAN	496	0.81	28	0.67	4	0.44	44	1.14	35	1.58	607	0.84
		"HARRIS, Len"	HAN	20	0.03	2	0.05	0	0	2	0.05	3	0.14	27	0.04
		"GORDON, Sue"	HAN	9	0.01	1	0.02	0	0	1	0.03	0	0	11	0.02
		"ANNING, David"	HAN	8	0.01	0	0	0	0	0	0	0	0	8	0.01
		"EVANS, Barry John"	HAN	9	0.01	0	0	1	0.11	1	0.03	0	0	11	0.02
		Group Total	HAN	8685	14.22	633	15.13	125	13.9	570	14.72	454	20.51	10467	14.49
J		TICKET VOTES	CEC	39	0.06	3	0.07	0	0	0	0	0	0	42	0.06
		"HETHERINGTON, Maurice"	CEC	4	0.01	0	0	0	0	1	0.03	0	0	5	0.01
		"GILLHAM, Ray"	CEC	0	0	0	0	0	0	1	0.03	0	0	1	0
		Group Total	CEC	43	0.07	3	0.07	0	0	2	0.05	0	0	48	0.07
K		TICKET VOTES	OAP	286	0.47	22	0.53	10	1.11	11	0.28	1	0.05	330	0.46
		"ZOCCHI, Mario"	OAP	3	0	3	0.07	0	0	1	0.03	0	0	7	0.01
		"BUCKLEY, Ray"	OAP	2	0	1	0.02	0	0	0	0	0	0	3	0
		Group Total	OAP	291	0.48	26	0.62	10	1.11	12	0.31	1	0.05	340	0.47
L		TICKET VOTES	NLP	107	0.18	5	0.12	2	0.22	13	0.34	3	0.14	130	0.18
		"WILSON, Geoff"	NLP	6	0.01	0	0	0	0	1	0.03	0	0	7	0.01
		"McKENZIE, Dorothy"	NLP	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	NLP	115	0.19	5	0.12	2	0.22	14	0.36	3	0.14	139	0.19
M		TICKET VOTES	ARP	73	0.12	3	0.07	2	0.22	4	0.1	1	0.05	83	0.11
		"MOLONEY, Brenda Mary"	ARP	6	0.01	0	0	0	0	1	0.03	0	0	7	0.01
		"FLEMING, Terry"	ARP	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	ARP	81	0.13	3	0.07	2	0.22	5	0.13	1	0.05	92	0.13
N		TICKET VOTES	DEM	2868	4.7	258	6.17	30	3.34	208	5.37	81	3.66	3445	4.77
	#	"WOODLEY, John"	DEM	308	0.5	17	0.41	0	0	19	0.49	13	0.59	357	0.49
		"CHERRY, John Clifford"	DEM	1	0	0	0	0	0	0	0	0	0	1	0
		"BATHURST, Megan Jane"	DEM	31	0.05	4	0.1	0	0	2	0.05	5	0.23	42	0.06
		Group Total	DEM	3208	5.25	279	6.67	30	3.34	229	5.92	99	4.47	3845	5.32
O		TICKET VOTES	ACS	103	0.17	8	0.19	0	0	6	0.15	3	0.14	120	0.17
		"THE FAMILY COURT REFUSES MY DAUR, Bruce"	ACS	11	0.02	2	0.05	0	0	0	0	1	0.05	14	0.02
		"SOUTHALL, Steve"	ACS	0	0	0	0	0	0	0	0	1	0.05	1	0
		Group Total	ACS	114	0.19	10	0.24	0	0	6	0.15	5	0.23	135	0.19
P		TICKET VOTES	ALP	21223	34.75	1324	31.64	361	40.16	1212	31.31	592	26.74	24712	34.21
	#	"McLUCAS, Jan"	ALP	431	0.71	46	1.1	6	0.67	26	0.67	24	1.08	533	0.74
	#	"LUDWIG, Joe"	ALP	29	0.05	0	0	0	0	0	0	1	0.05	30	0.04
		"PIASECKI, Jann"	ALP	21	0.03	0	0	0	0	1	0.03	1	0.05	23	0.03
		Group Total	ALP	21704	35.54	1370	32.74	367	40.82	1239	32.01	618	27.91	25298	35.02
Q		TICKET VOTES	LP	18579	30.42	1157	27.65	237	26.36	1335	34.49	668	30.17	21976	30.42
	#	"PARER, Warwick"	LP	292	0.48	26	0.62	1	0.11	14	0.36	26	1.17	359	0.5
	#	"MASON, Brett"	LP	7	0.01	0	0	0	0	2	0.05	0	0	9	0.01
		"MacGIBBON, David"	LP	11	0.02	1	0.02	0	0	0	0	0	0	12	0.02
		"KEMBER, Deborah"	LP	20	0.03	4	0.1	1	0.11	3	0.08	3	0.14	31	0.04
		Group Total	LP	18909	30.96	1188	28.39	239	26.59	1354	34.98	697	31.48	22387	30.99
R		TICKET VOTES	AWP	234	0.38	28	0.67	7	0.78	15	0.39	9	0.41	293	0.41
		"KELLY, Mary"	AWP	16	0.03	2	0.05	0	0	1	0.03	1	0.05	20	0.03
		"HUGHEY, Jenny"	AWP	0	0	1	0.02	0	0	0	0	0	0	1	0
		Group Total	AWP	250	0.41	31	0.74	7	0.78	16	0.41	10	0.45	314	0.43
S		TICKET VOTES		50	0.08	4	0.1	0	0	2	0.05	0	0	56	0.08
		"JOHNSTON, Selwyn N. L."		11	0.02	0	0	0	0	0	0	0	0	11	0.02
		"JOHNSTON, Aaron M."		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		61	0.1	4	0.1	0	0	2	0.05	0	0	67	0.09
T		TICKET VOTES	DSL	84	0.14	5	0.12	2	0.22	6	0.15	3	0.14	100	0.14
		"GIANNIOTIS, Andy"	DSL	7	0.01	1	0.02	0	0	1	0.03	0	0	9	0.01
		"WYNTER, Coral"	DSL	0	0	0	0	1	0.11	0	0	0	0	1	0
		Group Total	DSL	91	0.15	6	0.14	3	0.33	7	0.18	3	0.14	110	0.15
U		TICKET VOTES	GRN	1339	2.19	119	2.84	36	4	116	3	39	1.76	1649	2.28
		"HUTTON, Drew"	GRN	203	0.33	12	0.29	1	0.11	13	0.34	9	0.41	238	0.33
		"MAHONEY, Desiree"	GRN	12	0.02	0	0	0	0	2	0.05	1	0.05	15	0.02
		"GWIN, Chris"	GRN	6	0.01	1	0.02	2	0.22	0	0	1	0.05	10	0.01
		Group Total	GRN	1560	2.55	132	3.15	39	4.34	131	3.38	50	2.26	1912	2.65
UNGROUPED															
		"MacNEVIN, Michelle J."	IND	9	0.01	0	0	0	0	0	0	1	0.05	10	0.01
		"SHARPLES, Terry"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"DALTON, Kenny"	IND	2	0	0	0	0	0	0	0	0	0	2	0
		"HODGETTS, Doug"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"PEACH, Bryan"	IND	25	0.04	1	0.02	0	0	1	0.03	1	0.05	28	0.04
		Ungrouped Total		37	0.06	1	0.02	0	0	1	0.03	2	0.09	41	0.06
			FORMAL	61068	96.73	4184	98.15	899	96.25	3871	98.65	2214	98.49	72236	96.96
			INFORMAL	2062	3.27	79	1.85	35	3.75	53	1.35	34	1.51	2263	3.04
			TOTAL	63130	84.74	4263	5.72	934	1.25	3924	5.27	2248	3.02	74499	92.3



Lilley (85940)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	QF	389	0.6	25	0.44	4	0.95	5	0.16	26	0.55	449	0.57
		"COLSTON, David Andrew"	QF	26	0.04	1	0.02	0	0	1	0.03	1	0.02	29	0.04
		"COLSTON, Dawn Patricia"	QF	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	QF	416	0.64	26	0.46	4	0.95	6	0.19	27	0.57	479	0.61
B		TICKET VOTES		17	0.03	1	0.02	1	0.24	2	0.06	1	0.02	22	0.03
		"LINSLEY, Jan"		5	0.01	2	0.04	0	0	0	0	0	0	7	0.01
		"MEREDITH, Percy"		1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		23	0.04	3	0.05	1	0.24	2	0.06	1	0.02	30	0.04
C		TICKET VOTES		22	0.03	1	0.02	0	0	0	0	3	0.06	26	0.03
		"PAYNE, Noel Andrew"		5	0.01	0	0	0	0	0	0	0	0	5	0.01
		"PAVIER, Jim"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		27	0.04	1	0.02	0	0	0	0	3	0.06	31	0.04
D		TICKET VOTES		220	0.34	35	0.62	1	0.24	20	0.63	13	0.27	289	0.37
		"FONG, Harry"	UNI	30	0.05	4	0.07	0	0	3	0.09	3	0.06	40	0.05
		"TOOGOOD, Chris"	UNI	1	0	1	0.02	0	0	0	0	0	0	2	0
		Group Total		251	0.39	40	0.71	1	0.24	23	0.72	16	0.34	331	0.42
E		TICKET VOTES	NP	1757	2.71	148	2.62	11	2.6	61	1.92	91	1.92	2068	2.63
		"O'CHEE, Bill"	NP	162	0.25	17	0.3	0	0	9	0.28	16	0.34	204	0.26
		"BRADLEY, Thomas Joseph"	NP	12	0.02	2	0.04	0	0	0	0	0	0	14	0.02
		"COBB, Teresa M."	NP	6	0.01	1	0.02	0	0	0	0	0	0	7	0.01
		Group Total	NP	1937	2.99	168	2.98	11	2.6	70	2.2	107	2.26	2293	2.91
F		TICKET VOTES	FST	103	0.16	11	0.19	4	0.95	6	0.19	8	0.17	132	0.17
		"NAGLE, Eric"	FST	8	0.01	2	0.04	0	0	0	0	1	0.02	11	0.01
		"DUKE, Klaus"	FST	0	0	0	0	0	0	0	0	1	0.02	1	0
		Group Total	FST	111	0.17	13	0.23	4	0.95	6	0.19	10	0.21	144	0.18
G		TICKET VOTES	CTA	503	0.78	43	0.76	6	1.42	13	0.41	31	0.65	596	0.76
		"BRADFORD, John"	CTA	81	0.13	6	0.11	1	0.24	2	0.06	3	0.06	93	0.12
		"BLACKMAN, Kerry"	CTA	4	0.01	1	0.02	0	0	0	0	0	0	5	0.01
		"MacKENZIE, Judy"	CTA	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CTA	589	0.91	50	0.89	7	1.65	15	0.47	34	0.72	695	0.88
H		TICKET VOTES	FLR	45	0.07	11	0.19	0	0	1	0.03	3	0.06	60	0.08
		"WEEDON, Barry Francis"	FLR	6	0.01	1	0.02	0	0	0	0	2	0.04	9	0.01
		"SOMERS, Robyn Ellen"	FLR	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	FLR	52	0.08	12	0.21	0	0	1	0.03	5	0.11	70	0.09
I		TICKET VOTES	HAN	5302	8.19	473	8.38	34	8.04	187	5.87	325	6.86	6321	8.03
	#	"HILL, Heather"	HAN	494	0.76	26	0.46	2	0.47	27	0.85	39	0.82	588	0.75
		"HARRIS, Len"	HAN	9	0.01	0	0	0	0	0	0	0	0	9	0.01
		"GORDON, Sue"	HAN	7	0.01	1	0.02	0	0	0	0	0	0	8	0.01
		"ANNING, David"	HAN	4	0.01	0	0	0	0	1	0.03	1	0.02	6	0.01
		"EVANS, Barry John"	HAN	7	0.01	0	0	0	0	0	0	1	0.02	8	0.01
		Group Total	HAN	5823	9	500	8.85	36	8.51	215	6.75	366	7.73	6940	8.82
J		TICKET VOTES	CEC	28	0.04	3	0.05	0	0	2	0.06	0	0	33	0.04
		"HETHERINGTON, Maurice"	CEC	2	0	0	0	0	0	0	0	0	0	2	0
		"GILLHAM, Ray"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	30	0.05	3	0.05	0	0	2	0.06	0	0	35	0.04
K		TICKET VOTES	OAP	182	0.28	18	0.32	2	0.47	6	0.19	2	0.04	210	0.27
		"ZOCCHI, Mario"	OAP	4	0.01	0	0	1	0.24	0	0	1	0.02	6	0.01
		"BUCKLEY, Ray"	OAP	3	0	0	0	0	0	0	0	0	0	3	0
		Group Total	OAP	189	0.29	18	0.32	3	0.71	6	0.19	3	0.06	219	0.28
L		TICKET VOTES	NLP	39	0.06	7	0.12	1	0.24	3	0.09	3	0.06	53	0.07
		"WILSON, Geoff"	NLP	1	0	0	0	0	0	0	0	0	0	1	0
		"McKENZIE, Dorothy"	NLP	0	0	1	0.02	0	0	0	0	0	0	1	0
		Group Total	NLP	40	0.06	8	0.14	1	0.24	3	0.09	3	0.06	55	0.07
M		TICKET VOTES	ARP	47	0.07	4	0.07	3	0.71	2	0.06	0	0	56	0.07
		"MOLONEY, Brenda Mary"	ARP	6	0.01	0	0	0	0	0	0	0	0	6	0.01
		"FLEMING, Terry"	ARP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ARP	53	0.08	4	0.07	3	0.71	2	0.06	0	0	62	0.08
N		TICKET VOTES	DEM	5965	9.21	505	8.94	26	6.15	265	8.32	240	5.07	7001	8.89
	#	"WOODLEY, John"	DEM	599	0.93	38	0.67	1	0.24	30	0.94	26	0.55	694	0.88
		"CHERRY, John Clifford"	DEM	7	0.01	0	0	0	0	1	0.03	0	0	8	0.01
		"BATHURST, Megan Jane"	DEM	70	0.11	10	0.18	0	0	5	0.16	5	0.11	90	0.11
		Group Total	DEM	6641	10.26	553	9.79	27	6.38	301	9.45	271	5.72	7793	9.9
O		TICKET VOTES	ACS	89	0.14	12	0.21	1	0.24	5	0.16	10	0.21	117	0.15
		"THE FAMILY COURT REFUSES MY DAUR, Bruce"	ACS	15	0.02	1	0.02	0	0	1	0.03	1	0.02	18	0.02
		"SOUTHALL, Steve"	ACS	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ACS	104	0.16	13	0.23	1	0.24	6	0.19	11	0.23	135	0.17
P		TICKET VOTES	ALP	24810	38.33	1893	33.52	184	43.5	1058	33.23	1975	41.7	29920	38.01
	#	"McLUCAS, Jan"	ALP	524	0.81	51	0.9	4	0.95	28	0.88	53	1.12	660	0.84
	#	"LUDWIG, Joe"	ALP	33	0.05	4	0.07	0	0	0	0	2	0.04	39	0.05
		"PIASECKI, Jann"	ALP	30	0.05	3	0.05	0	0	1	0.03	5	0.11	39	0.05
		Group Total	ALP	25397	39.23	1951	34.55	188	44.44	1087	34.14	2035	42.97	30658	38.94
Q		TICKET VOTES	LP	20731	32.03	1946	34.46	112	26.48	1288	40.45	1709	36.09	25786	32.76
	#	"PARER, Warwick"	LP	460	0.71	52	0.92	0	0	43	1.35	35	0.74	590	0.75
	#	"MASON, Brett"	LP	19	0.03	2	0.04	0	0	2	0.06	2	0.04	25	0.03
		"MacGIBBON, David"	LP	30	0.05	7	0.12	0	0	8	0.25	4	0.08	49	0.06
		"KEMBER, Deborah"	LP	39	0.06	7	0.12	0	0	2	0.06	3	0.06	51	0.06
		Group Total	LP	21279	32.87	2014	35.66	112	26.48	1343	42.18	1753	37.01	26501	33.66
R		TICKET VOTES	AWP	188	0.29	31	0.55	2	0.47	14	0.44	20	0.42	255	0.32
		"KELLY, Mary"	AWP	33	0.05	1	0.02	0	0	2	0.06	2	0.04	38	0.05
		"HUGHEY, Jenny"	AWP	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	AWP	223	0.34	32	0.57	2	0.47	16	0.5	22	0.46	295	0.37
S		TICKET VOTES		10	0.02	1	0.02	1	0.24	0	0	1	0.02	13	0.02
		"JOHNSTON, Selwyn N. L."		1	0	0	0	0	0	0	0	0	0	1	0
		"JOHNSTON, Aaron M."		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		11	0.02	1	0.02	1	0.24	0	0	1	0.02	14	0.02
T		TICKET VOTES	DSL	130	0.2	26	0.46	4	0.95	4	0.13	5	0.11	169	0.21
		"GIANNIOTIS, Andy"	DSL	23	0.04	0	0	0	0	1	0.03	1	0.02	25	0.03
		"WYNTER, Coral"	DSL	0	0	0	0	0	0	0	0	1	0.02	1	0
		Group Total	DSL	153	0.24	26	0.46	4	0.95	5	0.16	7	0.15	195	0.25
U		TICKET VOTES	GRN	1157	1.79	185	3.28	17	4.02	66	2.07	46	0.97	1471	1.87
		"HUTTON, Drew"	GRN	194	0.3	18	0.32	0	0	6	0.19	14	0.3	232	0.29
		"MAHONEY, Desiree"	GRN	6	0.01	1	0.02	0	0	2	0.06	0	0	9	0.01
		"GWIN, Chris"	GRN	9	0.01	2	0.04	0	0	1	0.03	0	0	12	0.02
		Group Total	GRN	1366	2.11	206	3.65	17	4.02	75	2.36	60	1.27	1724	2.19
UNGROUPED															
		"MacNEVIN, Michelle J."	IND	13	0.02	5	0.09	0	0	0	0	1	0.02	19	0.02
		"SHARPLES, Terry"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"DALTON, Kenny"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"HODGETTS, Doug"	IND	2	0	0	0	0	0	0	0	0	0	2	0
		"PEACH, Bryan"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		Ungrouped Total		17	0.03	5	0.09	0	0	0	0	1	0.02	23	0.03
			FORMAL	64732	96.46	5647	98.12	423	95.27	3184	98.55	4736	98.34	78722	96.77
			INFORMAL	2375	3.54	108	1.88	21	4.73	47	1.45	80	1.66	2631	3.23
			TOTAL	67107	82.49	5755	7.07	444	0.55	3231	3.97	4816	5.92	81353	94.66



Longman (75890)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	QF	275	0.46	20	0.43	2	0.44	8	0.28	8	0.3	313	0.45
