House of Representatives - 2001 Election: Victoria																																									
Distribution of Preferences																																									
By Polling Place																																									
Gippsland																																									
				JAGO			FRESHWATER			MCCUBBIN			EVANS			BUCKLEY			THORPE			WILLIAMS			BOLITHO			TREASURE			MCGAURAN			ROBINSON			AITKEN				
		TOTAL		1	0.60		1	0.60		1	0.60		0	0.00											49	29.17		0	0.00		115	68.45					1	0.60		168	
	SIXTH			0	0.00		0	0.00		0	0.00			Excluded											0	0.00		0	0.00		0	0.00					0	0.00		0	
		TOTAL		1	0.60		1	0.60		1	0.60														49	29.17		0	0.00		115	68.45					1	0.60		168	
	SEVENTH				Excluded		0	0.00		0	0.00														0	0.00		1	100.00		0	0.00					0	0.00		1	
		TOTAL					1	0.60		1	0.60														49	29.17		1	0.60		115	68.45					1	0.60		168	
	EIGHTH						0	0.00			Excluded														1	100.00		0	0.00		0	0.00					0	0.00		1	
		TOTAL					1	0.60																	50	29.76		1	0.60		115	68.45					1	0.60		168	
	NINTH							Excluded																	1	100.00		0	0.00		0	0.00					0	0.00		1	
		TOTAL																							51	30.36		1	0.60		115	68.45					1	0.60		168	
	TENTH																								0	0.00		0	0.00		1	100.00						Excluded		1	
		TOTAL																							51	30.36		1	0.60		116	69.05								168	
	ELEVENTH																								0	0.00			Excluded		1	100.00								1	
		TOTAL																							51	30.36					117	69.64								168	
																															Elected										
																																									
ABSENT																																									
	FIRST			110	2.79		173	4.39		305	7.74		70	1.78		114	2.89		50	1.27		15	0.38		965	24.50		212	5.38		1492	37.88		28	0.71		405	10.28		3939	
	SECOND			1	6.67		1	6.67		0	0.00		3	20.00		1	6.67		4	26.67			Excluded		0	0.00		1	6.67		3	20.00		0	0.00		1	6.67		15	
		TOTAL		111	2.82		174	4.42		305	7.74		73	1.85		115	2.92		54	1.37					965	24.50		213	5.41		1495	37.95		28	0.71		406	10.31		3939	
	THIRD			5	17.86		1	3.57		0	0.00		0	0.00		5	17.86		5	17.86					1	3.57		4	14.29		4	14.29			Excluded		3	10.71		28	
		TOTAL		116	2.94		175	4.44		305	7.74		73	1.85		120	3.05		59	1.50					966	24.52		217	5.51		1499	38.06					409	10.38		3939	
	FOURTH			4	6.78		4	6.78		9	15.25		3	5.08		16	27.12			Excluded					8	13.56		5	8.47		4	6.78					6	10.17		59	
		TOTAL		120	3.05		179	4.54		314	7.97		76	1.93		136	3.45								974	24.73		222	5.64		1503	38.16					415	10.54		3939	
	FIFTH			28	20.59		15	11.03		9	6.62		26	19.12			Excluded								13	9.56		21	15.44		16	11.76					8	5.88		136	
		TOTAL		148	3.76		194	4.93		323	8.20		102	2.59											987	25.06		243	6.17		1519	38.56					423	10.74		3939	
	SIXTH			18	17.65		9	8.82		20	19.61			Excluded											18	17.65		18	17.65		10	9.80					9	8.82		102	
		TOTAL		166	4.21		203	5.15		343	8.71														1005	25.51		261	6.63		1529	38.82					432	10.97		3939	
	SEVENTH				Excluded		61	36.75		29	17.47														10	6.02		47	28.31		9	5.42					10	6.02		166	
		TOTAL					264	6.70		372	9.44														1015	25.77		308	7.82		1538	39.05					442	11.22		3939	
	EIGHTH						46	12.37			Excluded														108	29.03		56	15.05		49	13.17					113	30.38		372	
		TOTAL					310	7.87																	1123	28.51		364	9.24		1587	40.29					555	14.09		3939	
	NINTH							Excluded																	129	41.61		87	28.06		58	18.71					36	11.61		310	
		TOTAL																							1252	31.78		451	11.45		1645	41.76					591	15.00		3939	
	TENTH																								266	45.01		188	31.81		137	23.18						Excluded		591	
		TOTAL																							1518	38.54		639	16.22		1782	45.24								3939	
	ELEVENTH																								316	49.45			Excluded		323	50.55								639	
		TOTAL																							1834	46.56					2105	53.44								3939	
																															Elected										
																																									
POSTAL																																									
	FIRST			44	1.77		158	6.35		111	4.46		46	1.85		68	2.73		31	1.25		4	0.16		598	24.05		127	5.11		1164	46.80		13	0.52		123	4.95		2487	
	SECOND			1	25.00		1	25.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		1	25.00		1	25.00		0	0.00		0	0.00		0	0.00		4	
		TOTAL		45	1.81		159	6.39		111	4.46		46	1.85		68	2.73		31	1.25					599	24.09		128	5.15		1164	46.80		13	0.52		123	4.95		2487	
	THIRD			1	7.69		1	7.69		1	7.69		0	0.00		2	15.38		0	0.00					0	0.00		4	30.77		2	15.38			Excluded		2	15.38		13	
		TOTAL		46	1.85		160	6.43		112	4.50		46	1.85		70	2.81		31	1.25					599	24.09		132	5.31		1166	46.88					125	5.03		2487	
	FOURTH			2	6.45		1	3.23		5	16.13		5	16.13		2	6.45			Excluded					1	3.23		5	16.13		1	3.23					9	29.03		31	
		TOTAL		48	1.93		161	6.47		117	4.70		51	2.05		72	2.90								600	24.13		137	5.51		1167	46.92					134	5.39		2487	
	FIFTH			8	11.11		9	12.50		4	5.56		15	20.83			Excluded								5	6.94		15	20.83		14	19.44					2	2.78		72	
		TOTAL		56	2.25		170	6.84		121	4.87		66	2.65											605	24.33		152	6.11		1181	47.49					136	5.47		2487	
	SIXTH			20	30.30		7	10.61		7	10.61			Excluded											5	7.58		17	25.76		8	12.12					2	3.03		66	
		TOTAL		76	3.06		177	7.12		128	5.15														610	24.53		169	6.80		1189	47.81					138	5.55		2487	
	SEVENTH				Excluded		14	18.42		11	14.47														4	5.26		34	44.74		7	9.21					6	7.89		76	
		TOTAL					191	7.68		139	5.59														614	24.69		203	8.16		1196	48.09					144	5.79		2487	
	EIGHTH						7	5.04			Excluded														38	27.34		25	17.99		26	18.71					43	30.94		139	
		TOTAL					198	7.96																	652	26.22		228	9.17		1222	49.14					187	7.52		2487	
	NINTH							Excluded																	44	22.22		92	46.46		45	22.73					17	8.59		198	
		TOTAL																							696	27.99		320	12.87		1267	50.94					204	8.20		2487	
	TENTH																								91	44.61		74	36.27		39	19.12						Excluded		204	
		TOTAL																							787	31.64		394	15.84		1306	52.51								2487	
	ELEVENTH																								175	44.42			Excluded		219	55.58								394	
		TOTAL																							962	38.68					1525	61.32								2487	
																															Elected										
																																									
PRE POLL																																									
	FIRST			69	2.09		200	6.07		194	5.89		43	1.31		81	2.46		36	1.09		16	0.49		724	21.97		201	6.10		1525	46.28		23	0.70		183	5.55		3295	
	SECOND			1	6.25		4	25.00		0	0.00		1	6.25		4	25.00		1	6.25			Excluded		2	12.50		1	6.25		0	0.00		1	6.25		1	6.25		16	
		TOTAL		70	2.12		204	6.19		194	5.89		44	1.34		85	2.58		37	1.12					726	22.03		202	6.13		1525	46.28		24	0.73		184	5.58		3295	
	THIRD			4	16.67		0	0.00		0	0.00		5	20.83		1	4.17		3	12.50					1	4.17		6	25.00		3	12.50			Excluded		1	4.17		24	
		TOTAL		74	2.25		204	6.19		194	5.89		49	1.49		86	2.61		40	1.21					727	22.06		208	6.31		1528	46.37					185	5.61		3295	
	FOURTH			7	17.50		0	0.00		4	10.00		8	20.00		6	15.00			Excluded					4	10.00		10	25.00		0	0.00					1	2.50		40	
		TOTAL		81	2.46		204	6.19		198	6.01		57	1.73		92	2.79								731	22.19		218	6.62		1528	46.37					186	5.64		3295	
	FIFTH			9	9.78		8	8.70		4	4.35		22	23.91			Excluded								10	10.87		24	26.09		12	13.04					3	3.26		92	
		TOTAL		90	2.73		212	6.43		202	6.13		79	2.40											741	22.49		242	7.34		1540	46.74					189	5.74		3295	
	SIXTH			19	24.05		6	7.59		14	17.72			Excluded											6	7.59		24	30.38		4	5.06					6	7.59		79	
		TOTAL		109	3.31		218	6.62		216	6.56														747	22.67		266	8.07		1544	46.86					195	5.92		3295	
	SEVENTH				Excluded		30	27.52		15	13.76														11	10.09		38	34.86		9	8.26					6	5.50		109	
		TOTAL					248	7.53		231	7.01														758	23.00		304	9.23		1553	47.13					201	6.10		3295	
	EIGHTH						28	12.12			Excluded														51	22.08		38	16.45		42	18.18					72	31.17		231	
		TOTAL					276	8.38																	809	24.55		342	10.38		1595	48.41					273	8.29		3295	
	NINTH							Excluded																	84	30.43		105	38.04		46	16.67					41	14.86		276	
		TOTAL																							893	27.10		447	13.57		1641	49.80					314	9.53		3295	
	TENTH																								132	42.04		105	33.44		77	24.52						Excluded		314	
		TOTAL																							1025	31.11		552	16.75		1718	52.14								3295	
	ELEVENTH																								277	50.18			Excluded		275	49.82								552	
		TOTAL																							1302	39.51					1993	60.49								3295	
																															Elected										
																																									
PROVISIONAL																																									
	FIRST			16	4.83		18	5.44		19	5.74		5	1.51		8	2.42		12	3.63		2	0.60		92	27.79		23	6.95		115	34.74		2	0.60		19	5.74		331	
	SECOND			1	50.00		0	0.00		0	0.00		0	0.00		0	0.00		1	50.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	
		TOTAL		17	5.14		18	5.44		19	5.74		5	1.51		8	2.42		13	3.93					92	27.79		23	6.95		115	34.74		2	0.60		19	5.74		331	
	THIRD			2	100.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00		0	0.00		0	0.00			Excluded		0	0.00		2	
		TOTAL		19	5.74		18	5.44		19	5.74		5	1.51		8	2.42		13	3.93					92	27.79		23	6.95		115	34.74					19	5.74		331	
	FOURTH			2	15.38		0	0.00		3	23.08		0	0.00		5	38.46			Excluded					1	7.69		1	7.69		1	7.69					0	0.00		13	
		TOTAL		21	6.34		18	5.44		22	6.65		5	1.51		13	3.93								93	28.10		24	7.25		116	35.05					19	5.74		331	
	FIFTH			1	7.69		1	7.69		1	7.69		6	46.15			Excluded								1	7.69		1	7.69		1	7.69					1	7.69		13	
		TOTAL		22	6.65		19	5.74		23	6.95		11	3.32											94	28.40		25	7.55		117	35.35					20	6.04		331	
	SIXTH			1	9.09		2	18.18		4	36.36			Excluded											1	9.09		3	27.27		0	0.00					0	0.00		11	
		TOTAL		23	6.95		21	6.34		27	8.16														95	28.70		28	8.46		117	35.35					20	6.04		331	
	SEVENTH				Excluded		7	30.43		1	4.35														3	13.04		6	26.09		2	8.70					4	17.39		23	
		TOTAL					28	8.46		28	8.46														98	29.61		34	10.27		119	35.95					24	7.25		331	
	EIGHTH						8	28.57			Excluded														6	21.43		2	7.14		5	17.86					7	25.00		28	
		TOTAL					36	10.88																	104	31.42		36	10.88		124	37.46					31	9.37		331	
	NINTH							Excluded																	11	30.56		16	44.44		4	11.11					5	13.89		36	
		TOTAL																							115	34.74		52	15.71		128	38.67					36	10.88		331	
	TENTH																								13	36.11		15	41.67		8	22.22						Excluded		36	
		TOTAL																							128	38.67		67	20.24		136	41.09								331	
	ELEVENTH																								29	43.28			Excluded		38	56.72								67	
		TOTAL																							157	47.43					174	52.57								331	
																															Elected										
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
