Senate - 1993 Election																
First Preference Votes By Candidate																
By Vote Type by Division																


New South Wales																

Banks (79242)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
		"CORNISH, Jonathan"	DEM	7	0.01	1	0.02	0	0	0	0	1	0.03	0	9	0.01
		"WOODROW, Gayle"	DEM	37	0.06	6	0.11	0	0	5	0.21	3	0.1	1	52	0.07
		"WALTERS, Tony"	DEM	27	0.04	1	0.02	0	0	0	0	0	0	0	28	0.04
		Group Total	DEM	5362	8.37	477	8.38	18	7.79	194	7.97	179	5.72	17	6247	8.26
UNGROUPED																
		"DIMITRIOU, Steve"	IND	47	0.07	4	0.07	0	0	0	0	4	0.13	0	55	0.07
		"KOEHLER, John"	CEG	4	0.01	0	0	0	0	2	0.08	0	0	0	6	0.01
		"GARVEY, Barry"	IND	9	0.01	0	0	1	0.43	0	0	1	0.03	0	11	0.01
		"SHERLOCK, Joe"	IND	36	0.06	2	0.04	1	0.43	0	0	1	0.03	0	40	0.05
		"BEILBY, Christopher Hart"		6	0.01	1	0.02	1	0.43	0	0	0	0	0	8	0.01
		"WARNER, Julie"	CEG	14	0.02	2	0.04	0	0	0	0	0	0	0	16	0.02
		Ungrouped Total		116	0.18	9	0.16	3	1.3	2	0.08	6	0.19	0	136	0.18
			FORMAL	64096	97.25	5691	98.53	231	96.65	2434	98.78	3127	97.96	16	75595	97.42
			INFORMAL	1815	2.75	85	1.47	8	3.35	30	1.22	65	2.04	1	2004	2.58
			TOTAL	65911	84.94	5776	7.44	239	0.31	2464	3.18	3192	4.11	17	77599	94.96



Groom (80276)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	CAP	4903	7.47	300	6.33	8	6.2	212	6.13	67	3.23	0	5490	7.22
		"JEWELL, Perry J.B."	CAP	483	0.74	39	0.82	1	0.78	11	0.32	16	0.77	0	550	0.72
		"PITT, A. R."	CAP	13	0.02	2	0.04	0	0	1	0.03	2	0.1	0	18	0.02
		"HILL, Sandra"	CAP	12	0.02	0	0	0	0	0	0	0	0	0	12	0.02
		"GEISSMANN, Mark S."	CAP	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"GILL, Ryland E."	CAP	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"TEAGUE, Richard C."	CAP	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		Group Total	CAP	5425	8.26	341	7.2	9	6.98	224	6.47	85	4.09	0	6084	8
B		TICKET VOTES	NP	14104	21.48	989	20.88	21	16.28	655	18.93	478	23.03	0	16247	21.36
	#	"O'CHEE, Bill"	NP	839	1.28	76	1.6	4	3.1	41	1.18	49	2.36	0	1009	1.33
		"KELLY, De-Anne"	NP	16	0.02	4	0.08	0	0	2	0.06	1	0.05	0	23	0.03
		"COBB, Teresa M."	NP	24	0.04	1	0.02	0	0	1	0.03	2	0.1	0	28	0.04
		Group Total	NP	14983	22.82	1070	22.59	25	19.38	699	20.2	530	25.53	0	17307	22.76
C		TICKET VOTES	LP	19065	29.04	1423	30.05	50	38.76	1297	37.49	683	32.9	1	22519	29.61
	#	"MacGIBBON, David"	LP	931	1.42	50	1.06	1	0.78	65	1.88	44	2.12	-4	1087	1.43
	#	"PARER, Warwick"	LP	17	0.03	1	0.02	0	0	0	0	1	0.05	0	19	0.02
		"CUNNINGHAM, Ross Alan"	LP	24	0.04	3	0.06	0	0	2	0.06	3	0.14	2	34	0.04
		"BUCHANAN, Ann"	LP	24	0.04	5	0.11	0	0	3	0.09	4	0.19	1	37	0.05
		"BIRD, Henry Walter"	LP	4	0.01	0	0	0	0	0	0	1	0.05	0	5	0.01
		"DAVIES, Owen"	LP	8	0.01	2	0.04	0	0	2	0.06	3	0.14	0	15	0.02
		Group Total	LP	20073	30.58	1484	31.33	51	39.53	1369	39.57	739	35.6	0	23716	31.19
D		TICKET VOTES	CTA	266	0.41	23	0.49	1	0.78	38	1.1	16	0.77	0	344	0.45
		"SIMS, Alan"	CTA	96	0.15	7	0.15	0	0	4	0.12	7	0.34	0	114	0.15
		"JOYNER, Rona"	CTA	12	0.02	0	0	0	0	0	0	0	0	0	12	0.02
		Group Total	CTA	374	0.57	30	0.63	1	0.78	42	1.21	23	1.11	0	470	0.62
E		TICKET VOTES		40	0.06	4	0.08	0	0	4	0.12	1	0.05	0	49	0.06
		"WEEDON, Barry"		5	0.01	2	0.04	0	0	0	0	0	0	0	7	0.01
		"CROMPTON, Margaret"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		46	0.07	6	0.13	0	0	4	0.12	1	0.05	0	57	0.07
F		TICKET VOTES	QG	1130	1.72	157	3.32	3	2.33	79	2.28	23	1.11	0	1392	1.83
		"HUTTON, Drew"	QG	192	0.29	27	0.57	0	0	11	0.32	4	0.19	0	234	0.31
		"HUNT, Colin"	QG	1	0	0	0	0	0	0	0	0	0	0	1	0
		"SPENCER, Naomi"	QG	22	0.03	2	0.04	0	0	1	0.03	0	0	0	25	0.03
		Group Total	QG	1345	2.05	186	3.93	3	2.33	91	2.63	27	1.3	0	1652	2.17
G		TICKET VOTES	ALP	18198	27.72	1237	26.12	35	27.13	820	23.7	535	25.77	0	20825	27.38
	#	"REYNOLDS, Margaret"	ALP	560	0.85	37	0.78	0	0	15	0.43	19	0.92	0	631	0.83
	#	"COLSTON, Malcolm"	ALP	37	0.06	1	0.02	0	0	1	0.03	4	0.19	0	43	0.06
		"BIRD, John"	ALP	22	0.03	3	0.06	0	0	2	0.06	1	0.05	0	28	0.04
		"McLEAN, Ian"	ALP	45	0.07	4	0.08	0	0	1	0.03	0	0	0	50	0.07
		Group Total	ALP	18862	28.73	1282	27.07	35	27.13	839	24.25	559	26.93	0	21577	28.37
H		TICKET VOTES		20	0.03	2	0.04	0	0	0	0	1	0.05	0	23	0.03
		"ALFORD, Ronald James"		5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"SMITH, Sylvia Dianne"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		26	0.04	2	0.04	0	0	0	0	1	0.05	0	29	0.04
I		TICKET VOTES	AIP	230	0.35	17	0.36	0	0	4	0.12	3	0.14	0	254	0.33
		"McCARTHY, Darby"	AIP	59	0.09	4	0.08	0	0	0	0	2	0.1	0	65	0.09
		"BRANFIELD, Una"	AIP	0	0	0	0	0	0	1	0.03	0	0	0	1	0
		Group Total	AIP	289	0.44	21	0.44	0	0	5	0.14	5	0.24	0	320	0.42
J		TICKET VOTES	NLP	91	0.14	11	0.23	0	0	4	0.12	1	0.05	0	107	0.14
		"WILSON, Geoff"	NLP	12	0.02	2	0.04	0	0	1	0.03	1	0.05	0	16	0.02
		"JACKSON, Peter"	NLP	4	0.01	1	0.02	0	0	0	0	0	0	0	5	0.01
		Group Total	NLP	107	0.16	14	0.3	0	0	5	0.14	2	0.1	0	128	0.17
K		TICKET VOTES	DEM	3652	5.56	255	5.38	4	3.1	162	4.68	95	4.58	0	4168	5.48
	#	"WOODLEY, John"	DEM	395	0.6	38	0.8	0	0	17	0.49	5	0.24	0	455	0.6
		"CORNISH, Jonathan"	DEM	7	0.01	1	0.02	0	0	1	0.03	0	0	0	9	0.01
		"WOODROW, Gayle"	DEM	23	0.04	5	0.11	0	0	1	0.03	1	0.05	0	30	0.04
		"WALTERS, Tony"	DEM	11	0.02	0	0	0	0	0	0	0	0	0	11	0.01
		Group Total	DEM	4088	6.23	299	6.31	4	3.1	181	5.23	101	4.87	0	4673	6.14
UNGROUPED																
		"DIMITRIOU, Steve"	IND	12	0.02	0	0	0	0	0	0	0	0	0	12	0.02
		"KOEHLER, John"	CEG	3	0	0	0	1	0.78	0	0	0	0	0	4	0.01
		"GARVEY, Barry"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"SHERLOCK, Joe"	IND	4	0.01	0	0	0	0	0	0	1	0.05	0	5	0.01
		"BEILBY, Christopher Hart"		1	0	0	0	0	0	0	0	1	0.05	0	2	0
		"WARNER, Julie"	CEG	6	0.01	1	0.02	0	0	1	0.03	1	0.05	0	9	0.01
		Ungrouped Total		29	0.04	1	0.02	1	0.78	1	0.03	3	0.14	0	35	0.05
			FORMAL	65647	98.11	4736	99.16	129	98.47	3460	98.32	2076	98.86	0	76048	98.21
			INFORMAL	1264	1.89	40	0.84	2	1.53	59	1.68	24	1.14	0	1389	1.79
			TOTAL	66911	86.41	4776	6.17	131	0.17	3519	4.54	2100	2.71	0	77437	96.46



Herbert (82958)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	CAP	669	0.98	92	2.36	3	1.28	26	0.85	23	0.84	1	814	1.05
		"JEWELL, Perry J.B."	CAP	140	0.21	14	0.36	2	0.85	1	0.03	5	0.18	0	162	0.21
		"PITT, A. R."	CAP	14	0.02	1	0.03	0	0	0	0	0	0	-1	14	0.02
		"HILL, Sandra"	CAP	6	0.01	0	0	0	0	0	0	1	0.04	0	7	0.01
		"GEISSMANN, Mark S."	CAP	2	0	1	0.03	0	0	0	0	0	0	0	3	0
		"GILL, Ryland E."	CAP	2	0	0	0	0	0	0	0	0	0	0	2	0
		"TEAGUE, Richard C."	CAP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CAP	834	1.23	108	2.77	5	2.14	27	0.88	29	1.06	0	1003	1.29
B		TICKET VOTES	NP	5375	7.91	416	10.68	9	3.85	276	9.05	258	9.39	0	6334	8.14
	#	"O'CHEE, Bill"	NP	598	0.88	39	1	2	0.85	17	0.56	39	1.42	-1	694	0.89
		"KELLY, De-Anne"	NP	19	0.03	1	0.03	0	0	0	0	1	0.04	0	21	0.03
		"COBB, Teresa M."	NP	8	0.01	0	0	0	0	1	0.03	0	0	0	9	0.01
		Group Total	NP	6000	8.83	456	11.71	11	4.7	294	9.64	298	10.84	-1	7058	9.07
C		TICKET VOTES	LP	22324	32.86	1195	30.69	68	29.06	1235	40.48	1062	38.65	2	25886	33.25
	#	"MacGIBBON, David"	LP	1629	2.4	40	1.03	6	2.56	43	1.41	22	0.8	-3	1737	2.23
	#	"PARER, Warwick"	LP	13	0.02	3	0.08	0	0	1	0.03	2	0.07	0	19	0.02
		"CUNNINGHAM, Ross Alan"	LP	8	0.01	3	0.08	0	0	0	0	2	0.07	0	13	0.02
		"BUCHANAN, Ann"	LP	16	0.02	5	0.13	1	0.43	2	0.07	4	0.15	-1	27	0.03
		"BIRD, Henry Walter"	LP	8	0.01	1	0.03	0	0	0	0	1	0.04	0	10	0.01
		"DAVIES, Owen"	LP	19	0.03	3	0.08	0	0	0	0	3	0.11	0	25	0.03
		Group Total	LP	24017	35.36	1250	32.1	75	32.05	1281	41.99	1096	39.88	-2	27717	35.6
D		TICKET VOTES	CTA	295	0.43	24	0.62	1	0.43	19	0.62	15	0.55	0	354	0.45
		"SIMS, Alan"	CTA	90	0.13	5	0.13	0	0	6	0.2	3	0.11	0	104	0.13
		"JOYNER, Rona"	CTA	9	0.01	0	0	0	0	0	0	2	0.07	0	11	0.01
		Group Total	CTA	394	0.58	29	0.74	1	0.43	25	0.82	20	0.73	0	469	0.6
E		TICKET VOTES		88	0.13	5	0.13	0	0	4	0.13	8	0.29	0	105	0.13
		"WEEDON, Barry"		7	0.01	0	0	1	0.43	1	0.03	1	0.04	0	10	0.01
		"CROMPTON, Margaret"		0	0	0	0	0	0	0	0	1	0.04	0	1	0
		Group Total		95	0.14	5	0.13	1	0.43	5	0.16	10	0.36	0	116	0.15
F		TICKET VOTES	QG	1594	2.35	137	3.52	12	5.13	111	3.64	71	2.58	0	1925	2.47
		"HUTTON, Drew"	QG	219	0.32	16	0.41	2	0.85	18	0.59	5	0.18	-1	259	0.33
		"HUNT, Colin"	QG	4	0.01	2	0.05	0	0	1	0.03	0	0	0	7	0.01
		"SPENCER, Naomi"	QG	27	0.04	4	0.1	0	0	1	0.03	2	0.07	0	34	0.04
		Group Total	QG	1844	2.71	159	4.08	14	5.98	131	4.29	78	2.84	-1	2225	2.86
G		TICKET VOTES	ALP	28317	41.69	1532	39.34	102	43.59	1022	33.5	1037	37.74	2	32012	41.12
	#	"REYNOLDS, Margaret"	ALP	887	1.31	51	1.31	6	2.56	35	1.15	51	1.86	-2	1028	1.32
	#	"COLSTON, Malcolm"	ALP	44	0.06	2	0.05	0	0	2	0.07	1	0.04	0	49	0.06
		"BIRD, John"	ALP	21	0.03	1	0.03	0	0	0	0	1	0.04	0	23	0.03
		"McLEAN, Ian"	ALP	32	0.05	9	0.23	0	0	3	0.1	2	0.07	0	46	0.06
		Group Total	ALP	29301	43.13	1595	40.96	108	46.15	1062	34.81	1092	39.74	0	33158	42.59
H		TICKET VOTES		56	0.08	2	0.05	0	0	7	0.23	3	0.11	0	68	0.09
		"ALFORD, Ronald James"		2	0	0	0	0	0	1	0.03	1	0.04	0	4	0.01
		"SMITH, Sylvia Dianne"		2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total		60	0.09	2	0.05	0	0	8	0.26	4	0.15	0	74	0.1
I		TICKET VOTES	AIP	415	0.61	18	0.46	2	0.85	4	0.13	6	0.22	0	445	0.57
		"McCARTHY, Darby"	AIP	54	0.08	4	0.1	0	0	1	0.03	0	0	0	59	0.08
		"BRANFIELD, Una"	AIP	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Group Total	AIP	474	0.7	22	0.56	2	0.85	5	0.16	6	0.22	0	509	0.65
J		TICKET VOTES	NLP	74	0.11	6	0.15	0	0	14	0.46	5	0.18	0	99	0.13
		"WILSON, Geoff"	NLP	7	0.01	2	0.05	0	0	0	0	1	0.04	0	10	0.01
		"JACKSON, Peter"	NLP	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	NLP	84	0.12	8	0.21	0	0	14	0.46	6	0.22	0	112	0.14
K		TICKET VOTES	DEM	4233	6.23	230	5.91	15	6.41	171	5.6	97	3.53	0	4746	6.1
	#	"WOODLEY, John"	DEM	489	0.72	22	0.56	2	0.85	23	0.75	3	0.11	-2	537	0.69
		"CORNISH, Jonathan"	DEM	3	0	0	0	0	0	0	0	0	0	0	3	0
		"WOODROW, Gayle"	DEM	22	0.03	1	0.03	0	0	0	0	0	0	0	23	0.03
		"WALTERS, Tony"	DEM	7	0.01	0	0	0	0	2	0.07	0	0	0	9	0.01
		Group Total	DEM	4754	7	253	6.5	17	7.26	196	6.42	100	3.64	-2	5318	6.83
UNGROUPED																
		"DIMITRIOU, Steve"	IND	53	0.08	4	0.1	0	0	0	0	6	0.22	0	63	0.08
		"KOEHLER, John"	CEG	3	0	1	0.03	0	0	0	0	1	0.04	0	5	0.01
		"GARVEY, Barry"	IND	7	0.01	0	0	0	0	1	0.03	0	0	0	8	0.01
		"SHERLOCK, Joe"	IND	7	0.01	0	0	0	0	1	0.03	0	0	0	8	0.01
		"BEILBY, Christopher Hart"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"WARNER, Julie"	CEG	2	0	2	0.05	0	0	1	0.03	2	0.07	0	7	0.01
		Ungrouped Total		72	0.11	7	0.18	0	0	3	0.1	9	0.33	0	91	0.12
			FORMAL	67929	97.92	3894	98.61	234	97.91	3051	99.12	2748	97.79	-6	77850	97.99
			INFORMAL	1441	2.08	55	1.39	5	2.09	27	0.88	62	2.21	6	1596	2.01
			TOTAL	69370	87.32	3949	4.97	239	0.3	3078	3.87	2810	3.54	0	79446	95.77



Hinkler (82428)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	CAP	2681	3.94	187	3.79	9	6.34	72	3.27	67	2.6	0	3016	3.87
		"JEWELL, Perry J.B."	CAP	310	0.46	13	0.26	2	1.41	7	0.32	10	0.39	0	342	0.44
		"PITT, A. R."	CAP	27	0.04	4	0.08	0	0	3	0.14	2	0.08	0	36	0.05
		"HILL, Sandra"	CAP	16	0.02	0	0	0	0	0	0	2	0.08	0	18	0.02
		"GEISSMANN, Mark S."	CAP	2	0	0	0	0	0	0	0	0	0	0	2	0
		"GILL, Ryland E."	CAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"TEAGUE, Richard C."	CAP	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		Group Total	CAP	3039	4.47	205	4.16	11	7.75	82	3.72	81	3.15	0	3418	4.39
B		TICKET VOTES	NP	18277	26.86	1156	23.46	17	11.97	616	27.94	851	33.05	0	20917	26.85
	#	"O'CHEE, Bill"	NP	728	1.07	79	1.6	0	0	31	1.41	76	2.95	0	914	1.17
		"KELLY, De-Anne"	NP	38	0.06	6	0.12	0	0	0	0	2	0.08	0	46	0.06
		"COBB, Teresa M."	NP	20	0.03	0	0	0	0	3	0.14	0	0	0	23	0.03
		Group Total	NP	19063	28.02	1241	25.18	17	11.97	650	29.48	929	36.08	0	21900	28.12
C		TICKET VOTES	LP	10131	14.89	1021	20.72	30	21.13	431	19.55	390	15.15	0	12003	15.41
	#	"MacGIBBON, David"	LP	603	0.89	35	0.71	0	0	12	0.54	22	0.85	0	672	0.86
	#	"PARER, Warwick"	LP	7	0.01	0	0	0	0	2	0.09	3	0.12	1	13	0.02
		"CUNNINGHAM, Ross Alan"	LP	21	0.03	3	0.06	0	0	0	0	0	0	0	24	0.03
		"BUCHANAN, Ann"	LP	17	0.02	1	0.02	0	0	2	0.09	2	0.08	0	22	0.03
		"BIRD, Henry Walter"	LP	0	0	2	0.04	1	0.7	0	0	0	0	0	3	0
		"DAVIES, Owen"	LP	7	0.01	1	0.02	0	0	0	0	0	0	0	8	0.01
		Group Total	LP	10786	15.85	1063	21.57	31	21.83	447	20.27	417	16.19	1	12745	16.36
D		TICKET VOTES	CTA	351	0.52	49	0.99	1	0.7	29	1.32	25	0.97	0	455	0.58
		"SIMS, Alan"	CTA	82	0.12	9	0.18	0	0	6	0.27	4	0.16	0	101	0.13
		"JOYNER, Rona"	CTA	11	0.02	2	0.04	0	0	2	0.09	4	0.16	0	19	0.02
		Group Total	CTA	444	0.65	60	1.22	1	0.7	37	1.68	33	1.28	0	575	0.74
E		TICKET VOTES		58	0.09	4	0.08	0	0	1	0.05	1	0.04	0	64	0.08
		"WEEDON, Barry"		4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"CROMPTON, Margaret"		4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		Group Total		66	0.1	4	0.08	0	0	1	0.05	1	0.04	0	72	0.09
F		TICKET VOTES	QG	1053	1.55	148	3	4	2.82	52	2.36	35	1.36	0	1292	1.66
		"HUTTON, Drew"	QG	122	0.18	16	0.32	0	0	8	0.36	4	0.16	0	150	0.19
		"HUNT, Colin"	QG	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"SPENCER, Naomi"	QG	16	0.02	3	0.06	0	0	0	0	1	0.04	0	20	0.03
		Group Total	QG	1195	1.76	167	3.39	4	2.82	60	2.72	40	1.55	0	1466	1.88
G		TICKET VOTES	ALP	27157	39.91	1760	35.71	70	49.3	762	34.56	890	34.56	0	30639	39.34
	#	"REYNOLDS, Margaret"	ALP	618	0.91	49	0.99	2	1.41	12	0.54	27	1.05	0	708	0.91
	#	"COLSTON, Malcolm"	ALP	14	0.02	5	0.1	0	0	1	0.05	3	0.12	0	23	0.03
		"BIRD, John"	ALP	21	0.03	2	0.04	0	0	1	0.05	1	0.04	0	25	0.03
		"McLEAN, Ian"	ALP	28	0.04	4	0.08	0	0	0	0	4	0.16	0	36	0.05
		Group Total	ALP	27838	40.92	1820	36.93	72	50.7	776	35.19	925	35.92	0	31431	40.35
H		TICKET VOTES		76	0.11	2	0.04	0	0	1	0.05	0	0	0	79	0.1
		"ALFORD, Ronald James"		9	0.01	1	0.02	0	0	0	0	0	0	0	10	0.01
		"SMITH, Sylvia Dianne"		24	0.04	2	0.04	0	0	0	0	1	0.04	0	27	0.03
		Group Total		109	0.16	5	0.1	0	0	1	0.05	1	0.04	0	116	0.15
I		TICKET VOTES	AIP	209	0.31	16	0.32	0	0	8	0.36	5	0.19	0	238	0.31
		"McCARTHY, Darby"	AIP	25	0.04	2	0.04	0	0	0	0	0	0	0	27	0.03
		"BRANFIELD, Una"	AIP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	AIP	235	0.35	18	0.37	0	0	8	0.36	5	0.19	0	266	0.34
J		TICKET VOTES	NLP	88	0.13	8	0.16	1	0.7	4	0.18	0	0	0	101	0.13
		"WILSON, Geoff"	NLP	10	0.01	3	0.06	0	0	0	0	0	0	0	13	0.02
		"JACKSON, Peter"	NLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	99	0.15	11	0.22	1	0.7	4	0.18	0	0	0	115	0.15
K		TICKET VOTES	DEM	4315	6.34	296	6.01	5	3.52	120	5.44	115	4.47	0	4851	6.23
	#	"WOODLEY, John"	DEM	387	0.57	30	0.61	0	0	5	0.23	15	0.58	0	437	0.56
		"CORNISH, Jonathan"	DEM	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"WOODROW, Gayle"	DEM	27	0.04	0	0	0	0	0	0	0	0	0	27	0.03
		"WALTERS, Tony"	DEM	10	0.01	0	0	0	0	0	0	0	0	0	10	0.01
		Group Total	DEM	4745	6.97	326	6.62	5	3.52	125	5.67	130	5.05	0	5331	6.84
UNGROUPED																
		"DIMITRIOU, Steve"	IND	33	0.05	3	0.06	0	0	0	0	3	0.12	0	39	0.05
		"KOEHLER, John"	CEG	333	0.49	4	0.08	0	0	9	0.41	10	0.39	0	356	0.46
		"GARVEY, Barry"	IND	2	0	0	0	0	0	0	0	0	0	0	2	0
		"SHERLOCK, Joe"	IND	5	0.01	0	0	0	0	1	0.05	0	0	0	6	0.01
		"BEILBY, Christopher Hart"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"WARNER, Julie"	CEG	46	0.07	1	0.02	0	0	4	0.18	0	0	0	51	0.07
		Ungrouped Total		419	0.62	8	0.16	0	0	14	0.63	13	0.5	0	454	0.58
			FORMAL	68038	97.98	4928	98.98	142	99.3	2205	98.88	2575	98.43	1	77889	98.08
			INFORMAL	1406	2.02	51	1.02	1	0.7	25	1.12	41	1.57	0	1524	1.92
			TOTAL	69444	87.45	4979	6.27	143	0.18	2230	2.81	2616	3.29	1	79413	96.34



Kennedy (80862)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	CAP	1978	3.1	156	3.07	7	3.02	32	2.45	91	2.37	0	2264	3.05
		"JEWELL, Perry J.B."	CAP	280	0.44	25	0.49	0	0	2	0.15	24	0.63	-3	328	0.44
		"PITT, A. R."	CAP	16	0.03	4	0.08	0	0	0	0	2	0.05	1	23	0.03
		"HILL, Sandra"	CAP	19	0.03	1	0.02	0	0	0	0	0	0	0	20	0.03
		"GEISSMANN, Mark S."	CAP	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"GILL, Ryland E."	CAP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"TEAGUE, Richard C."	CAP	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		Group Total	CAP	2303	3.61	187	3.68	7	3.02	34	2.6	117	3.05	-2	2646	3.57
B		TICKET VOTES	NP	18921	29.67	1274	25.09	55	23.71	300	22.95	1965	51.23	-2	22513	30.34
	#	"O'CHEE, Bill"	NP	745	1.17	96	1.89	2	0.86	21	1.61	149	3.88	4	1017	1.37
		"KELLY, De-Anne"	NP	31	0.05	4	0.08	0	0	1	0.08	3	0.08	0	39	0.05
		"COBB, Teresa M."	NP	21	0.03	2	0.04	1	0.43	0	0	17	0.44	-1	40	0.05
		Group Total	NP	19718	30.92	1376	27.1	58	25	322	24.64	2134	55.63	1	23609	31.81
C		TICKET VOTES	LP	9754	15.3	1069	21.05	41	17.67	299	22.88	477	12.43	14	11654	15.7
	#	"MacGIBBON, David"	LP	538	0.84	32	0.63	2	0.86	8	0.61	27	0.7	-30	577	0.78
	#	"PARER, Warwick"	LP	8	0.01	1	0.02	0	0	0	0	0	0	1	10	0.01
		"CUNNINGHAM, Ross Alan"	LP	11	0.02	1	0.02	0	0	1	0.08	4	0.1	0	17	0.02
		"BUCHANAN, Ann"	LP	11	0.02	3	0.06	0	0	1	0.08	4	0.1	-1	18	0.02
		"BIRD, Henry Walter"	LP	14	0.02	2	0.04	0	0	0	0	0	0	-3	13	0.02
		"DAVIES, Owen"	LP	3	0	0	0	0	0	0	0	0	0	2	5	0.01
		Group Total	LP	10339	16.21	1108	21.82	43	18.53	309	23.64	512	13.35	-17	12294	16.57
D		TICKET VOTES	CTA	283	0.44	23	0.45	1	0.43	12	0.92	12	0.31	0	331	0.45
		"SIMS, Alan"	CTA	39	0.06	8	0.16	0	0	2	0.15	4	0.1	0	53	0.07
		"JOYNER, Rona"	CTA	7	0.01	0	0	0	0	1	0.08	3	0.08	0	11	0.01
		Group Total	CTA	329	0.52	31	0.61	1	0.43	15	1.15	19	0.5	0	395	0.53
E		TICKET VOTES		70	0.11	5	0.1	1	0.43	3	0.23	0	0	2	81	0.11
		"WEEDON, Barry"		11	0.02	0	0	0	0	0	0	0	0	0	11	0.01
		"CROMPTON, Margaret"		2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total		83	0.13	5	0.1	1	0.43	3	0.23	0	0	2	94	0.13
F		TICKET VOTES	QG	1029	1.61	159	3.13	8	3.45	40	3.06	37	0.96	0	1273	1.72
		"HUTTON, Drew"	QG	140	0.22	20	0.39	2	0.86	5	0.38	4	0.1	-4	167	0.23
		"HUNT, Colin"	QG	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"SPENCER, Naomi"	QG	12	0.02	2	0.04	0	0	2	0.15	2	0.05	0	18	0.02
		Group Total	QG	1184	1.86	182	3.58	10	4.31	47	3.6	43	1.12	-4	1462	1.97
G		TICKET VOTES	ALP	25786	40.44	1789	35.23	95	40.95	493	37.72	837	21.82	5	29005	39.08
	#	"REYNOLDS, Margaret"	ALP	552	0.87	65	1.28	0	0	12	0.92	39	1.02	17	685	0.92
	#	"COLSTON, Malcolm"	ALP	38	0.06	2	0.04	0	0	0	0	3	0.08	0	43	0.06
		"BIRD, John"	ALP	28	0.04	3	0.06	1	0.43	0	0	2	0.05	1	35	0.05
		"McLEAN, Ian"	ALP	59	0.09	6	0.12	0	0	2	0.15	2	0.05	1	70	0.09
		Group Total	ALP	26463	41.5	1865	36.73	96	41.38	507	38.79	883	23.02	24	29838	40.21
H		TICKET VOTES		60	0.09	2	0.04	1	0.43	1	0.08	3	0.08	-3	64	0.09
		"ALFORD, Ronald James"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"SMITH, Sylvia Dianne"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		62	0.1	2	0.04	1	0.43	1	0.08	3	0.08	-3	66	0.09
I		TICKET VOTES	AIP	270	0.42	16	0.32	2	0.86	6	0.46	2	0.05	-3	293	0.39
		"McCARTHY, Darby"	AIP	29	0.05	3	0.06	0	0	1	0.08	0	0	-1	32	0.04
		"BRANFIELD, Una"	AIP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	AIP	300	0.47	19	0.37	2	0.86	7	0.54	2	0.05	-4	326	0.44
J		TICKET VOTES	NLP	77	0.12	9	0.18	0	0	3	0.23	4	0.1	-1	92	0.12
		"WILSON, Geoff"	NLP	11	0.02	1	0.02	0	0	1	0.08	2	0.05	0	15	0.02
