Senate: Election 2001 - National															
First Preference Votes by Candidate															
By Vote Type by Division															

New South Wales															
															
Banks (83122)															
				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
		"KIRK, Linda"	ALP	74	0.10	8	0.16	2	0.34	4	0.21	5	0.22	93	0.12
		"SCHACHT, Chris"	ALP	293	0.41	18	0.35	1	0.17	5	0.26	10	0.44	327	0.40
		Group Total	ALP	18157	25.61	1370	26.83	209	35.42	468	24.70	436	19.16	20640	25.56
B		TICKET VOTES	GRN	1590	2.24	159	3.11	33	5.59	67	3.54	28	1.23	1877	2.32
		"FAEHRMANN, Cate"	GRN	359	0.51	39	0.76	3	0.51	10	0.53	15	0.66	426	0.53
		"DOUGLAS, Jim"	GRN	34	0.05	5	0.10	0	0.00	2	0.11	2	0.09	43	0.05
		Group Total	GRN	1983	2.80	203	3.97	36	6.10	79	4.17	45	1.98	2346	2.91
C		TICKET VOTES	HAN	4478	6.32	283	5.54	44	7.46	127	6.70	181	7.96	5113	6.33
		"RUSSELL-TAYLOR, Neil"	HAN	757	1.07	38	0.74	3	0.51	12	0.63	49	2.15	859	1.06
		"GIBSON, Colin"	HAN	38	0.05	2	0.04	0	0.00	0	0.00	4	0.18	44	0.05
		Group Total	HAN	5273	7.44	323	6.32	47	7.97	139	7.34	234	10.29	6016	7.45
D		TICKET VOTES		70	0.10	2	0.04	0	0.00	1	0.05	2	0.09	75	0.09
		"NEWNAM, Kathy"		7	0.01	2	0.04	0	0.00	0	0.00	1	0.04	10	0.01
		"LINES, Lisa"		2	0.00	1	0.02	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total		79	0.11	5	0.10	0	0.00	1	0.05	3	0.13	88	0.11
E		TICKET VOTES	LP	37065	52.29	2371	46.43	235	39.83	937	49.45	1283	56.40	41891	51.87
		"HILL, Robert"	LP	1294	1.83	77	1.51	3	0.51	31	1.64	61	2.68	1466	1.82
		"FERRIS, Jeannie"	LP	40	0.06	1	0.02	0	0.00	2	0.11	3	0.13	46	0.06
		"CHAPMAN, Grant"	LP	100	0.14	8	0.16	1	0.17	2	0.11	6	0.26	117	0.14
		"LENSINK, Michelle"	LP	48	0.07	3	0.06	0	0.00	2	0.11	1	0.04	54	0.07
		Group Total	LP	38547	54.38	2460	48.17	239	40.51	974	51.40	1354	59.52	43574	53.96
F		TICKET VOTES		39	0.06	2	0.04	0	0.00	4	0.21	0	0.00	45	0.06
		"ALDRIDGE, Mark"		17	0.02	0	0.00	0	0.00	0	0.00	0	0.00	17	0.02
		"ALDRIDGE, Helen"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total		57	0.08	2	0.04	0	0.00	4	0.21	0	0.00	63	0.08
G		TICKET VOTES		11	0.02	1	0.02	0	0.00	0	0.00	1	0.04	13	0.02
		"HARTE, Kerry"		11	0.02	0	0.00	0	0.00	0	0.00	0	0.00	11	0.01
		"PHILLIPS, Colin"		9	0.01	0	0.00	0	0.00	0	0.00	0	0.00	9	0.01
		Group Total		31	0.04	1	0.02	0	0.00	0	0.00	1	0.04	33	0.04
H		TICKET VOTES	RPA	106	0.15	10	0.20	0	0.00	4	0.21	1	0.04	121	0.15
		"CROZIER, Patrick"	RPA	20	0.03	1	0.02	0	0.00	0	0.00	1	0.04	22	0.03
		"EASSON, Robert"	RPA	2	0.00	1	0.02	0	0.00	0	0.00	1	0.04	4	0.00
		Group Total	RPA	128	0.18	12	0.23	0	0.00	4	0.21	3	0.13	147	0.18
I		TICKET VOTES	DEM	5492	7.75	618	12.10	53	8.98	185	9.76	144	6.33	6492	8.04
		"STOTT DESPOJA, Natasha"	DEM	1036	1.46	97	1.90	6	1.02	38	2.01	47	2.07	1224	1.52
		"HEATH, Jeff"	DEM	15	0.02	4	0.08	0	0.00	0	0.00	0	0.00	19	0.02
		"PILLING, Michael"	DEM	6	0.01	1	0.02	0	0.00	0	0.00	1	0.04	8	0.01
		"HASSAN, Haroon"	DEM	8	0.01	1	0.02	0	0.00	2	0.11	0	0.00	11	0.01
		Group Total	DEM	6557	9.25	721	14.12	59	10.00	225	11.87	192	8.44	7754	9.60
UNGROUPED															
		"FISHLOCK, Kym"	IND	41	0.06	6	0.12	0	0.00	0	0.00	4	0.18	51	0.06
		"BEHN, Ervyn C"	CEC	10	0.01	2	0.04	0	0.00	1	0.05	1	0.04	14	0.02
		"McSHANE, Nicholas"	IND	26	0.04	2	0.04	0	0.00	0	0.00	2	0.09	30	0.04
		Ungrouped Total		77	0.11	10	0.20	0	0.00	1	0.05	7	0.31	95	0.12
			FORMAL	70889	96.56	5107	97.93	590	98.01	1895	98.96	2275	98.66	80756	96.77
			INFORMAL	2522	3.44	108	2.07	12	1.99	20	1.04	31	1.34	2693	3.23
			TOTAL	73411	87.97	5215	6.25	602	0.72	1915	2.29	2306	2.76	83449	96.61



Tasmania															

Bass (65927)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	TFP	462	0.87	22	0.91	14	1.65	30	1.17	20	0.78	548	0.89
		"CRACK, Merilyn"	TFP	177	0.33	5	0.21	6	0.71	8	0.31	5	0.19	201	0.33
		"JACKSON, David"	TFP	16	0.03	0	0.00	1	0.12	1	0.04	3	0.12	21	0.03
		"PRESSER, John"	TFP	23	0.04	0	0.00	0	0.00	3	0.12	2	0.08	28	0.05
		Group Total	TFP	678	1.28	27	1.11	21	2.48	42	1.64	30	1.17	798	1.30
B		TICKET VOTES	HPA	48	0.09	4	0.16	1	0.12	4	0.16	1	0.04	58	0.09
		"BRISTOW, James Tate"	HPA	10	0.02	0	0.00	0	0.00	0	0.00	1	0.04	11	0.02
		"PETHERBRIDGE-de TISSERA, Shamara"	HPA	2	0.00	1	0.04	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total	HPA	60	0.11	5	0.21	1	0.12	4	0.16	2	0.08	72	0.12
C		TICKET VOTES	HAN	1148	2.17	71	2.93	26	3.07	55	2.14	59	2.29	1359	2.21
		"BOAG, Bronwyn"	HAN	239	0.45	13	0.54	4	0.47	12	0.47	18	0.70	286	0.47
		"STOKES, Peter"	HAN	59	0.11	6	0.25	0	0.00	2	0.08	4	0.16	71	0.12
		Group Total	HAN	1446	2.73	90	3.71	30	3.55	69	2.69	81	3.15	1716	2.80
D		TICKET VOTES		41	0.08	2	0.08	0	0.00	5	0.19	2	0.08	50	0.08
		"BONNER, Stephen"		19	0.04	2	0.08	2	0.24	1	0.04	1	0.04	25	0.04
		"HOWARD, Geoff"		9	0.02	0	0.00	0	0.00	0	0.00	0	0.00	9	0.01
		Group Total		69	0.13	4	0.16	2	0.24	6	0.23	3	0.12	84	0.14
E		TICKET VOTES	GRN	3750	7.08	260	10.71	55	6.50	215	8.37	122	4.74	4402	7.17
	#	"BROWN, Bob"	GRN	2538	4.79	148	6.10	22	2.60	113	4.40	73	2.83	2894	4.71
		Group Total	GRN	6288	11.87	408	16.81	77	9.10	328	12.77	195	7.57	7296	11.89
F		TICKET VOTES	LP	19345	36.52	812	33.46	223	26.36	1016	39.56	1016	39.46	22412	36.51
	#	"CALVERT, Paul"	LP	1060	2.00	54	2.22	10	1.18	51	1.99	34	1.32	1209	1.97
	#	"WATSON, John"	LP	1438	2.72	54	2.22	7	0.83	54	2.10	57	2.21	1610	2.62
	#	"COLBECK, Richard"	LP	111	0.21	5	0.21	0	0.00	7	0.27	7	0.27	130	0.21
		"PARRY, Stephen"	LP	99	0.19	6	0.25	1	0.12	7	0.27	9	0.35	122	0.20
		Group Total	LP	22053	41.64	931	38.36	241	28.49	1135	44.20	1123	43.61	25483	41.52
G		TICKET VOTES		36	0.07	2	0.08	1	0.12	2	0.08	21	0.82	62	0.10
		"BAINBRIDGE, Alex"		7	0.01	0	0.00	1	0.12	0	0.00	0	0.00	8	0.01
		"CLEARY, Sarah"		4	0.01	0	0.00	0	0.00	2	0.08	1	0.04	7	0.01
		Group Total		47	0.09	2	0.08	2	0.24	4	0.16	22	0.85	77	0.13
H		TICKET VOTES	DEM	2081	3.93	97	4.00	51	6.03	124	4.83	67	2.60	2420	3.94
		"BUTLER, Debbie"	DEM	543	1.03	38	1.57	6	0.71	21	0.82	26	1.01	634	1.03
		"TOOHEY, Brendan"	DEM	30	0.06	1	0.04	1	0.12	2	0.08	2	0.08	36	0.06
		Group Total	DEM	2654	5.01	136	5.60	58	6.86	147	5.72	95	3.69	3090	5.03
I		TICKET VOTES	ALP	16793	31.71	687	28.31	375	44.33	716	27.88	887	34.45	19458	31.70
	#	"MACKAY, Sue"	ALP	1415	2.67	60	2.47	21	2.48	39	1.52	52	2.02	1587	2.59
	#	"SHERRY, Nick"	ALP	864	1.63	33	1.36	7	0.83	42	1.64	56	2.17	1002	1.63
		"BILYK, Catryna"	ALP	121	0.23	10	0.41	2	0.24	7	0.27	7	0.27	147	0.24
		Group Total	ALP	19193	36.24	790	32.55	405	47.87	804	31.31	1002	38.91	22194	36.16
J		TICKET VOTES	LFF	242	0.46	11	0.45	4	0.47	10	0.39	12	0.47	279	0.45
		"PULLINGER, Peter"	LFF	52	0.10	5	0.21	1	0.12	4	0.16	3	0.12	65	0.11
		"THOMAS, Michael"	LFF	4	0.01	2	0.08	0	0.00	1	0.04	0	0.00	7	0.01
		Group Total	LFF	298	0.56	18	0.74	5	0.59	15	0.58	15	0.58	351	0.57
K		TICKET VOTES	RPA	42	0.08	3	0.12	3	0.35	8	0.31	3	0.12	59	0.10
		"CONSANDINE, Peter"	RPA	9	0.02	1	0.04	0	0.00	1	0.04	0	0.00	11	0.02
		"LAWATSCH, Bert"	RPA	2	0.00	1	0.04	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total	RPA	53	0.10	5	0.21	3	0.35	9	0.35	3	0.12	73	0.12
UNGROUPED															
		"LARNER, Rob"	CEC	23	0.04	2	0.08	0	0.00	1	0.04	1	0.04	27	0.04
		"MARMARINOS, John Victor"	IND	17	0.03	2	0.08	1	0.12	1	0.04	2	0.08	23	0.04
		"LANE, Helen"	IND	20	0.04	2	0.08	0	0.00	0	0.00	1	0.04	23	0.04
		"LOCKETT, Eric"	IND	65	0.12	5	0.21	0	0.00	3	0.12	0	0.00	73	0.12
		Ungrouped Total		125	0.24	11	0.45	1	0.12	5	0.19	4	0.16	146	0.24
			FORMAL	52964	96.55	2427	97.94	846	97.80	2568	98.96	2575	98.17	61380	96.79
			INFORMAL	1892	3.45	51	2.06	19	2.20	27	1.04	48	1.83	2037	3.21
			TOTAL	54856	86.50	2478	3.91	865	1.36	2595	4.09	2623	4.14	63417	96.19



Braddon (67749)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	TFP	488	0.88	14	0.65	12	2.00	43	1.69	16	0.77	573	0.91
		"CRACK, Merilyn"	TFP	149	0.27	4	0.18	6	1.00	5	0.20	2	0.10	166	0.26
		"JACKSON, David"	TFP	33	0.06	3	0.14	1	0.17	1	0.04	0	0.00	38	0.06
		"PRESSER, John"	TFP	26	0.05	1	0.05	0	0.00	1	0.04	2	0.10	30	0.05
		Group Total	TFP	696	1.25	22	1.02	19	3.16	50	1.96	20	0.96	807	1.28
B		TICKET VOTES	HPA	68	0.12	2	0.09	5	0.83	4	0.16	0	0.00	79	0.13
		"BRISTOW, James Tate"	HPA	8	0.01	0	0.00	2	0.33	1	0.04	0	0.00	11	0.02
		"PETHERBRIDGE-de TISSERA, Shamara"	HPA	5	0.01	0	0.00	0	0.00	0	0.00	0	0.00	5	0.01
		Group Total	HPA	81	0.15	2	0.09	7	1.16	5	0.20	0	0.00	95	0.15
C		TICKET VOTES	HAN	1979	3.56	67	3.09	20	3.33	99	3.89	82	3.96	2247	3.56
		"BOAG, Bronwyn"	HAN	425	0.76	9	0.42	1	0.17	16	0.63	13	0.63	464	0.74
		"STOKES, Peter"	HAN	199	0.36	2	0.09	0	0.00	5	0.20	7	0.34	213	0.34
		Group Total	HAN	2603	4.68	78	3.60	21	3.49	120	4.71	102	4.92	2924	4.64
D		TICKET VOTES		44	0.08	1	0.05	0	0.00	1	0.04	3	0.14	49	0.08
		"BONNER, Stephen"		17	0.03	0	0.00	0	0.00	1	0.04	1	0.05	19	0.03
		"HOWARD, Geoff"		11	0.02	1	0.05	1	0.17	1	0.04	0	0.00	14	0.02
		Group Total		72	0.13	2	0.09	1	0.17	3	0.12	4	0.19	82	0.13
E		TICKET VOTES	GRN	2817	5.06	177	8.18	43	7.15	128	5.03	123	5.93	3288	5.22
	#	"BROWN, Bob"	GRN	1989	3.57	103	4.76	6	1.00	61	2.40	57	2.75	2216	3.52
		Group Total	GRN	4806	8.64	280	12.93	49	8.15	189	7.42	180	8.68	5504	8.73
F		TICKET VOTES	LP	18766	33.72	719	33.21	159	26.46	972	38.18	843	40.67	21459	34.04
	#	"CALVERT, Paul"	LP	885	1.59	37	1.71	9	1.50	38	1.49	46	2.22	1015	1.61
	#	"WATSON, John"	LP	881	1.58	39	1.80	3	0.50	49	1.92	63	3.04	1035	1.64
	#	"COLBECK, Richard"	LP	312	0.56	14	0.65	2	0.33	21	0.82	7	0.34	356	0.56
		"PARRY, Stephen"	LP	3258	5.85	101	4.67	7	1.16	82	3.22	32	1.54	3480	5.52
		Group Total	LP	24102	43.31	910	42.03	180	29.95	1162	45.64	991	47.81	27345	43.38
G		TICKET VOTES		33	0.06	1	0.05	3	0.50	2	0.08	1	0.05	40	0.06
		"BAINBRIDGE, Alex"		5	0.01	1	0.05	0	0.00	0	0.00	0	0.00	6	0.01
		"CLEARY, Sarah"		7	0.01	0	0.00	0	0.00	2	0.08	0	0.00	9	0.01
		Group Total		45	0.08	2	0.09	3	0.50	4	0.16	1	0.05	55	0.09
H		TICKET VOTES	DEM	1463	2.63	96	4.43	16	2.66	106	4.16	50	2.41	1731	2.75
		"BUTLER, Debbie"	DEM	354	0.64	32	1.48	4	0.67	18	0.71	16	0.77	424	0.67
		"TOOHEY, Brendan"	DEM	31	0.06	0	0.00	1	0.17	7	0.27	1	0.05	40	0.06
		Group Total	DEM	1848	3.32	128	5.91	21	3.49	131	5.15	67	3.23	2195	3.48
I		TICKET VOTES	ALP	17599	31.62	603	27.85	270	44.93	758	29.77	587	28.32	19817	31.44
	#	"MACKAY, Sue"	ALP	986	1.77	34	1.57	15	2.50	34	1.34	32	1.54	1101	1.75
	#	"SHERRY, Nick"	ALP	2127	3.82	71	3.28	8	1.33	58	2.28	49	2.36	2313	3.67
		"BILYK, Catryna"	ALP	105	0.19	4	0.18	0	0.00	4	0.16	5	0.24	118	0.19
		Group Total	ALP	20817	37.41	712	32.89	293	48.75	854	33.54	673	32.47	23349	37.04
J		TICKET VOTES	LFF	299	0.54	12	0.55	3	0.50	17	0.67	18	0.87	349	0.55
		"PULLINGER, Peter"	LFF	111	0.20	8	0.37	2	0.33	2	0.08	4	0.19	127	0.20
		"THOMAS, Michael"	LFF	3	0.01	0	0.00	0	0.00	0	0.00	1	0.05	4	0.01
		Group Total	LFF	413	0.74	20	0.92	5	0.83	19	0.75	23	1.11	480	0.76
K		TICKET VOTES	RPA	44	0.08	3	0.14	0	0.00	5	0.20	5	0.24	57	0.09
		"CONSANDINE, Peter"	RPA	11	0.02	0	0.00	1	0.17	0	0.00	2	0.10	14	0.02
		"LAWATSCH, Bert"	RPA	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	RPA	56	0.10	3	0.14	1	0.17	5	0.20	7	0.34	72	0.11
UNGROUPED															
		"LARNER, Rob"	CEC	11	0.02	2	0.09	0	0.00	2	0.08	0	0.00	15	0.02
		"MARMARINOS, John Victor"	IND	11	0.02	0	0.00	0	0.00	0	0.00	2	0.10	13	0.02
		"LANE, Helen"	IND	16	0.03	0	0.00	1	0.17	0	0.00	1	0.05	18	0.03
		"LOCKETT, Eric"	IND	74	0.13	4	0.18	0	0.00	2	0.08	2	0.10	82	0.13
		Ungrouped Total		112	0.20	6	0.28	1	0.17	4	0.16	5	0.24	128	0.20
			FORMAL	55651	96.17	2165	98.68	601	96.31	2546	98.23	2073	98.71	63036	96.42
			INFORMAL	2216	3.83	29	1.32	23	3.69	46	1.77	27	1.29	2341	3.58
			TOTAL	57867	88.51	2194	3.36	624	0.95	2592	3.96	2100	3.21	65377	96.50



Denison (67938)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	TFP	352	0.66	26	0.83	8	1.16	26	0.90	17	0.58	429	0.68
		"CRACK, Merilyn"	TFP	99	0.19	5	0.16	1	0.14	5	0.17	10	0.34	120	0.19
		"JACKSON, David"	TFP	28	0.05	3	0.10	0	0.00	5	0.17	1	0.03	37	0.06
		"PRESSER, John"	TFP	34	0.06	3	0.10	1	0.14	2	0.07	2	0.07	42	0.07
		Group Total	TFP	513	0.96	37	1.18	10	1.45	38	1.32	30	1.02	628	1.00
B		TICKET VOTES	HPA	30	0.06	4	0.13	1	0.14	2	0.07	1	0.03	38	0.06
		"BRISTOW, James Tate"	HPA	9	0.02	0	0.00	1	0.14	2	0.07	1	0.03	13	0.02
		"PETHERBRIDGE-de TISSERA, Shamara"	HPA	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	HPA	40	0.07	4	0.13	2	0.29	4	0.14	2	0.07	52	0.08
C		TICKET VOTES	HAN	828	1.55	69	2.20	8	1.16	49	1.70	48	1.64	1002	1.59
		"BOAG, Bronwyn"	HAN	159	0.30	13	0.41	1	0.14	4	0.14	10	0.34	187	0.30
		"STOKES, Peter"	HAN	37	0.07	1	0.03	0	0.00	3	0.10	1	0.03	42	0.07
		Group Total	HAN	1024	1.92	83	2.64	9	1.30	56	1.94	59	2.01	1231	1.95
D		TICKET VOTES		45	0.08	2	0.06	1	0.14	1	0.03	2	0.07	51	0.08
		"BONNER, Stephen"		35	0.07	1	0.03	1	0.14	2	0.07	0	0.00	39	0.06
		"HOWARD, Geoff"		3	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total		83	0.16	3	0.10	2	0.29	3	0.10	2	0.07	93	0.15
E		TICKET VOTES	GRN	5779	10.81	382	12.16	119	17.20	389	13.48	226	7.70	6895	10.93
	#	"BROWN, Bob"	GRN	5387	10.08	307	9.77	48	6.94	300	10.40	156	5.32	6198	9.82
		Group Total	GRN	11166	20.89	689	21.93	167	24.13	689	23.87	382	13.02	13093	20.75
F		TICKET VOTES	LP	14919	27.91	862	27.43	132	19.08	896	31.05	991	33.78	17800	28.20
	#	"CALVERT, Paul"	LP	1852	3.46	97	3.09	11	1.59	84	2.91	85	2.90	2129	3.37
	#	"WATSON, John"	LP	281	0.53	13	0.41	2	0.29	13	0.45	21	0.72	330	0.52
	#	"COLBECK, Richard"	LP	143	0.27	9	0.29	0	0.00	10	0.35	9	0.31	171	0.27
		"PARRY, Stephen"	LP	190	0.36	17	0.54	2	0.29	8	0.28	8	0.27	225	0.36
		Group Total	LP	17385	32.52	998	31.76	147	21.24	1011	35.03	1114	37.97	20655	32.73
G		TICKET VOTES		40	0.07	4	0.13	0	0.00	1	0.03	4	0.14	49	0.08
		"BAINBRIDGE, Alex"		25	0.05	0	0.00	0	0.00	2	0.07	0	0.00	27	0.04
		"CLEARY, Sarah"		19	0.04	2	0.06	3	0.43	0	0.00	0	0.00	24	0.04
		Group Total		84	0.16	6	0.19	3	0.43	3	0.10	4	0.14	100	0.16
H		TICKET VOTES	DEM	1978	3.70	147	4.68	32	4.62	162	5.61	87	2.97	2406	3.81
		"BUTLER, Debbie"	DEM	746	1.40	31	0.99	10	1.45	49	1.70	34	1.16	870	1.38
		"TOOHEY, Brendan"	DEM	80	0.15	2	0.06	0	0.00	9	0.31	9	0.31	100	0.16
		Group Total	DEM	2804	5.25	180	5.73	42	6.07	220	7.62	130	4.43	3376	5.35
I		TICKET VOTES	ALP	16947	31.70	952	30.30	270	39.02	700	24.26	1012	34.49	19881	31.50
	#	"MACKAY, Sue"	ALP	1511	2.83	71	2.26	20	2.89	59	2.04	67	2.28	1728	2.74
	#	"SHERRY, Nick"	ALP	1166	2.18	64	2.04	10	1.45	50	1.73	87	2.97	1377	2.18
		"BILYK, Catryna"	ALP	209	0.39	18	0.57	0	0.00	17	0.59	12	0.41	256	0.41
		Group Total	ALP	19833	37.10	1105	35.17	300	43.35	826	28.62	1178	40.15	23242	36.83
J		TICKET VOTES	LFF	211	0.39	17	0.54	5	0.72	16	0.55	16	0.55	265	0.42
		"PULLINGER, Peter"	LFF	55	0.10	2	0.06	0	0.00	2	0.07	1	0.03	60	0.10
		"THOMAS, Michael"	LFF	15	0.03	1	0.03	0	0.00	2	0.07	5	0.17	23	0.04
		Group Total	LFF	281	0.53	20	0.64	5	0.72	20	0.69	22	0.75	348	0.55
K		TICKET VOTES	RPA	43	0.08	7	0.22	2	0.29	7	0.24	6	0.20	65	0.10
		"CONSANDINE, Peter"	RPA	21	0.04	0	0.00	1	0.14	4	0.14	2	0.07	28	0.04
		"LAWATSCH, Bert"	RPA	1	0.00	0	0.00	0	0.00	0	0.00	1	0.03	2	0.00
		Group Total	RPA	65	0.12	7	0.22	3	0.43	11	0.38	9	0.31	95	0.15
UNGROUPED															
		"LARNER, Rob"	CEC	7	0.01	0	0.00	0	0.00	0	0.00	0	0.00	7	0.01
		"MARMARINOS, John Victor"	IND	17	0.03	1	0.03	0	0.00	2	0.07	0	0.00	20	0.03
		"LANE, Helen"	IND	74	0.14	3	0.10	2	0.29	3	0.10	1	0.03	83	0.13
		"LOCKETT, Eric"	IND	80	0.15	6	0.19	0	0.00	0	0.00	1	0.03	87	0.14
		Ungrouped Total		178	0.33	10	0.32	2	0.29	5	0.17	2	0.07	197	0.31
			FORMAL	53456	96.82	3142	98.50	692	96.78	2886	98.70	2934	98.39	63110	97.06
			INFORMAL	1755	3.18	48	1.50	23	3.22	38	1.30	48	1.61	1912	2.94
			TOTAL	55211	84.91	3190	4.91	715	1.10	2924	4.50	2982	4.59	65022	95.71



Franklin (67119)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	TFP	353	0.65	24	0.67	13	2.33	18	0.85	9	0.36	417	0.66
		"CRACK, Merilyn"	TFP	95	0.18	10	0.28	3	0.54	2	0.09	8	0.32	118	0.19
		"JACKSON, David"	TFP	47	0.09	6	0.17	2	0.36	0	0.00	10	0.40	65	0.10
		"PRESSER, John"	TFP	14	0.03	1	0.03	0	0.00	1	0.05	1	0.04	17	0.03
		Group Total	TFP	509	0.94	41	1.15	18	3.23	21	0.99	28	1.11	617	0.98
B		TICKET VOTES	HPA	56	0.10	3	0.08	2	0.36	2	0.09	0	0.00	63	0.10
		"BRISTOW, James Tate"	HPA	4	0.01	0	0.00	1	0.18	0	0.00	0	0.00	5	0.01
		"PETHERBRIDGE-de TISSERA, Shamara"	HPA	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	HPA	62	0.11	3	0.08	3	0.54	2	0.09	0	0.00	70	0.11
C		TICKET VOTES	HAN	1011	1.87	55	1.54	14	2.51	37	1.74	50	1.98	1167	1.86
		"BOAG, Bronwyn"	HAN	247	0.46	9	0.25	1	0.18	8	0.38	13	0.52	278	0.44
		"STOKES, Peter"	HAN	51	0.09	4	0.11	0	0.00	1	0.05	5	0.20	61	0.10
		Group Total	HAN	1309	2.42	68	1.91	15	2.69	46	2.16	68	2.70	1506	2.40
D		TICKET VOTES		42	0.08	0	0.00	1	0.18	1	0.05	1	0.04	45	0.07
		"BONNER, Stephen"		24	0.04	2	0.06	0	0.00	0	0.00	1	0.04	27	0.04
		"HOWARD, Geoff"		7	0.01	0	0.00	0	0.00	0	0.00	0	0.00	7	0.01
		Group Total		73	0.14	2	0.06	1	0.18	1	0.05	2	0.08	79	0.13
E		TICKET VOTES	GRN	4936	9.13	378	10.60	52	9.34	227	10.67	147	5.83	5740	9.13
	#	"BROWN, Bob"	GRN	3910	7.23	275	7.71	23	4.13	136	6.39	95	3.77	4439	7.06
		Group Total	GRN	8846	16.36	653	18.32	75	13.46	363	17.06	242	9.60	10179	16.20
F		TICKET VOTES	LP	17932	33.17	1129	31.67	124	22.26	768	36.09	944	37.46	20897	33.26
	#	"CALVERT, Paul"	LP	2149	3.97	128	3.59	8	1.44	111	5.22	116	4.60	2512	4.00
	#	"WATSON, John"	LP	191	0.35	15	0.42	1	0.18	9	0.42	12	0.48	228	0.36
	#	"COLBECK, Richard"	LP	98	0.18	4	0.11	1	0.18	9	0.42	4	0.16	116	0.18
		"PARRY, Stephen"	LP	99	0.18	10	0.28	1	0.18	3	0.14	3	0.12	116	0.18
		Group Total	LP	20469	37.86	1286	36.07	135	24.24	900	42.29	1079	42.82	23869	37.98
G		TICKET VOTES		33	0.06	7	0.20	1	0.18	1	0.05	1	0.04	43	0.07
		"BAINBRIDGE, Alex"		9	0.02	2	0.06	0	0.00	0	0.00	0	0.00	11	0.02
		"CLEARY, Sarah"		9	0.02	0	0.00	0	0.00	0	0.00	1	0.04	10	0.02
		Group Total		51	0.09	9	0.25	1	0.18	1	0.05	2	0.08	64	0.10
H		TICKET VOTES	DEM	2009	3.72	196	5.50	28	5.03	105	4.93	80	3.17	2418	3.85
		"BUTLER, Debbie"	DEM	565	1.04	38	1.07	5	0.90	38	1.79	16	0.63	662	1.05
		"TOOHEY, Brendan"	DEM	57	0.11	5	0.14	0	0.00	8	0.38	4	0.16	74	0.12
		Group Total	DEM	2631	4.87	239	6.70	33	5.92	151	7.10	100	3.97	3154	5.02
I		TICKET VOTES	ALP	16783	31.04	1051	29.48	244	43.81	523	24.58	812	32.22	19413	30.89
	#	"MACKAY, Sue"	ALP	1424	2.63	92	2.58	12	2.15	51	2.40	72	2.86	1651	2.63
	#	"SHERRY, Nick"	ALP	1091	2.02	64	1.80	8	1.44	33	1.55	68	2.70	1264	2.01
		"BILYK, Catryna"	ALP	266	0.49	15	0.42	2	0.36	15	0.70	11	0.44	309	0.49
		Group Total	ALP	19564	36.18	1222	34.28	266	47.76	622	29.23	963	38.21	22637	36.02
J		TICKET VOTES	LFF	226	0.42	17	0.48	8	1.44	7	0.33	12	0.48	270	0.43
		"PULLINGER, Peter"	LFF	38	0.07	5	0.14	0	0.00	0	0.00	5	0.20	48	0.08
		"THOMAS, Michael"	LFF	6	0.01	1	0.03	0	0.00	0	0.00	0	0.00	7	0.01
		Group Total	LFF	270	0.50	23	0.65	8	1.44	7	0.33	17	0.67	325	0.52
K		TICKET VOTES	RPA	42	0.08	4	0.11	1	0.18	4	0.19	5	0.20	56	0.09
		"CONSANDINE, Peter"	RPA	6	0.01	2	0.06	0	0.00	0	0.00	0	0.00	8	0.01
		"LAWATSCH, Bert"	RPA	1	0.00	0	0.00	0	0.00	1	0.05	0	0.00	2	0.00
		Group Total	RPA	49	0.09	6	0.17	1	0.18	5	0.23	5	0.20	66	0.11
UNGROUPED															
		"LARNER, Rob"	CEC	5	0.01	0	0.00	0	0.00	0	0.00	2	0.08	7	0.01
		"MARMARINOS, John Victor"	IND	14	0.03	1	0.03	1	0.18	1	0.05	0	0.00	17	0.03
		"LANE, Helen"	IND	97	0.18	6	0.17	0	0.00	2	0.09	3	0.12	108	0.17
		"LOCKETT, Eric"	IND	119	0.22	6	0.17	0	0.00	6	0.28	9	0.36	140	0.22
		Ungrouped Total		235	0.43	13	0.36	1	0.18	9	0.42	14	0.56	272	0.43
