House of Representatives - 2001 Election: Western Australia																																			
Distribution of Preferences																																			
By Polling Place																																			
																																			
Kalgoorlie																																			
					HODDY			HAASE			BROWNING			SCOTT			MILLER			BURT			BUTSON			SMITH			PAYNE			MCCUMSTIE			
	FIFTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					1	100.00									Excluded		1	
		TOTAL		0	0.00		21	19.63		84	78.50		0	0.00		1	0.93					1	0.93											107	
	SIXTH			1	100.00		0	0.00		0	0.00		0	0.00		0	0.00						Excluded											1	
		TOTAL		1	0.93		21	19.63		84	78.50		0	0.00		1	0.93																	107	
	SEVENTH				Excluded		0	0.00		1	100.00		0	0.00		0	0.00																	1	
		TOTAL					21	19.63		85	79.44		0	0.00		1	0.93																	107	
	EIGHTH						0	0.00		1	100.00		0	0.00			Excluded																	1	
		TOTAL					21	19.63		86	80.37		0	0.00																				107	
	NINTH						0	0.00		0	0.00			Excluded																				0	
		TOTAL					21	19.63		86	80.37																							107	
							Elected																												
																																			
Prison Mobile Team 1                                           																																			
	FIRST			2	5.71		5	14.29		24	68.57		0	0.00		1	2.86		2	5.71		0	0.00		0	0.00		0	0.00		1	2.86		35	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		2	5.71		5	14.29		24	68.57		0	0.00		1	2.86		2	5.71		0	0.00		0	0.00					1	2.86		35	
	THIRD			1	50.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		1	50.00					0	0.00		2	
		TOTAL		3	8.57		5	14.29		24	68.57		0	0.00		1	2.86					0	0.00		1	2.86					1	2.86		35	
	FOURTH			0	0.00		0	0.00		0	0.00		1	100.00		0	0.00					0	0.00			Excluded					0	0.00		1	
		TOTAL		3	8.57		5	14.29		24	68.57		1	2.86		1	2.86					0	0.00								1	2.86		35	
	FIFTH			0	0.00		0	0.00		1	100.00		0	0.00		0	0.00					0	0.00									Excluded		1	
		TOTAL		3	8.57		5	14.29		25	71.43		1	2.86		1	2.86					0	0.00											35	
	SIXTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00						Excluded											0	
		TOTAL		3	8.57		5	14.29		25	71.43		1	2.86		1	2.86																	35	
	SEVENTH				Excluded		2	66.67		1	33.33		0	0.00		0	0.00																	3	
		TOTAL					7	20.00		26	74.29		1	2.86		1	2.86																	35	
	EIGHTH						0	0.00		1	100.00		0	0.00			Excluded																	1	
		TOTAL					7	20.00		27	77.14		1	2.86																				35	
	NINTH						0	0.00		1	100.00			Excluded																				1	
		TOTAL					7	20.00		28	80.00																							35	
							Elected																												
																																			
Prison Mobile Team 2                                           																																			
	FIRST			1	2.27		1	2.27		37	84.09		3	6.82		0	0.00		1	2.27		0	0.00		1	2.27		0	0.00		0	0.00		44	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		1	2.27		1	2.27		37	84.09		3	6.82		0	0.00		1	2.27		0	0.00		1	2.27					0	0.00		44	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		1	100.00		0	0.00					0	0.00		1	
		TOTAL		1	2.27		1	2.27		37	84.09		3	6.82		0	0.00					1	2.27		1	2.27					0	0.00		44	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					1	100.00			Excluded					0	0.00		1	
		TOTAL		1	2.27		1	2.27		37	84.09		3	6.82		0	0.00					2	4.55								0	0.00		44	
	FIFTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00									Excluded		0	
		TOTAL		1	2.27		1	2.27		37	84.09		3	6.82		0	0.00					2	4.55											44	
	SIXTH			0	0.00		2	100.00		0	0.00		0	0.00		0	0.00						Excluded											2	
		TOTAL		1	2.27		3	6.82		37	84.09		3	6.82		0	0.00																	44	
	SEVENTH				Excluded		1	100.00		0	0.00		0	0.00		0	0.00																	1	
		TOTAL					4	9.09		37	84.09		3	6.82		0	0.00																	44	
	EIGHTH						0	0.00		0	0.00		0	0.00			Excluded																	0	
		TOTAL					4	9.09		37	84.09		3	6.82																				44	
	NINTH						0	0.00		3	100.00			Excluded																				3	
		TOTAL					4	9.09		40	90.91																							44	
							Elected																												
																																			
Prison Mobile Team 3                                           																																			
	FIRST			0	0.00		4	14.81		21	77.78		1	3.70		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	3.70		27	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		0	0.00		4	14.81		21	77.78		1	3.70		0	0.00		0	0.00		0	0.00		0	0.00					1	3.70		27	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00					0	0.00		0	
		TOTAL		0	0.00		4	14.81		21	77.78		1	3.70		0	0.00					0	0.00		0	0.00					1	3.70		27	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00			Excluded					0	0.00		0	
		TOTAL		0	0.00		4	14.81		21	77.78		1	3.70		0	0.00					0	0.00								1	3.70		27	
	FIFTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					1	100.00									Excluded		1	
		TOTAL		0	0.00		4	14.81		21	77.78		1	3.70		0	0.00					1	3.70											27	
	SIXTH			0	0.00		0	0.00		0	0.00		0	0.00		1	100.00						Excluded											1	
		TOTAL		0	0.00		4	14.81		21	77.78		1	3.70		1	3.70																	27	
	SEVENTH				Excluded		0	0.00		0	0.00		0	0.00		0	0.00																	0	
		TOTAL					4	14.81		21	77.78		1	3.70		1	3.70																	27	
	EIGHTH						0	0.00		0	0.00		1	100.00			Excluded																	1	
		TOTAL					4	14.81		21	77.78		2	7.41																				27	
	NINTH						1	50.00		1	50.00			Excluded																				2	
		TOTAL					5	18.52		22	81.48																							27	
							Elected																												
																																			
ABSENT																																			
	FIRST			245	4.64		2370	44.85		1517	28.71		474	8.97		305	5.77		48	0.91		106	2.01		66	1.25		17	0.32		136	2.57		5284	
	SECOND			1	5.88		1	5.88		0	0.00		3	17.65		0	0.00		6	35.29		0	0.00		3	17.65			Excluded		3	17.65		17	
		TOTAL		246	4.66		2371	44.87		1517	28.71		477	9.03		305	5.77		54	1.02		106	2.01		69	1.31					139	2.63		5284	
	THIRD			6	11.11		5	9.26		9	16.67		9	16.67		12	22.22			Excluded		7	12.96		3	5.56					3	5.56		54	
		TOTAL		252	4.77		2376	44.97		1526	28.88		486	9.20		317	6.00					113	2.14		72	1.36					142	2.69		5284	
	FOURTH			6	8.33		14	19.44		2	2.78		8	11.11		7	9.72					31	43.06			Excluded					4	5.56		72	
		TOTAL		258	4.88		2390	45.23		1528	28.92		494	9.35		324	6.13					144	2.73								146	2.76		5284	
	FIFTH			9	6.16		67	45.89		13	8.90		19	13.01		13	8.90					25	17.12									Excluded		146	
		TOTAL		267	5.05		2457	46.50		1541	29.16		513	9.71		337	6.38					169	3.20											5284	
	SIXTH			17	10.06		33	19.53		32	18.93		27	15.98		60	35.50						Excluded											169	
		TOTAL		284	5.37		2490	47.12		1573	29.77		540	10.22		397	7.51																	5284	
	SEVENTH				Excluded		99	34.86		78	27.46		22	7.75		85	29.93																	284	
		TOTAL					2589	49.00		1651	31.25		562	10.64		482	9.12																	5284	
	EIGHTH						130	26.97		224	46.47		128	26.56			Excluded																	482	
		TOTAL					2719	51.46		1875	35.48		690	13.06																				5284	
	NINTH						342	49.57		348	50.43			Excluded																				690	
		TOTAL					3061	57.93		2223	42.07																							5284	
							Elected																												
																																			
POSTAL																																			
	FIRST			76	3.11		1410	57.62		461	18.84		286	11.69		50	2.04		5	0.20		70	2.86		9	0.37		2	0.08		78	3.19		2447	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		1	50.00		0	0.00		0	0.00		1	50.00			Excluded		0	0.00		2	
		TOTAL		76	3.11		1410	57.62		461	18.84		286	11.69		51	2.08		5	0.20		70	2.86		10	0.41					78	3.19		2447	
	THIRD			0	0.00		0	0.00		1	20.00		1	20.00		0	0.00			Excluded		2	40.00		0	0.00					1	20.00		5	
		TOTAL		76	3.11		1410	57.62		462	18.88		287	11.73		51	2.08					72	2.94		10	0.41					79	3.23		2447	
	FOURTH			0	0.00		2	20.00		0	0.00		0	0.00		1	10.00					6	60.00			Excluded					1	10.00		10	
		TOTAL		76	3.11		1412	57.70		462	18.88		287	11.73		52	2.13					78	3.19								80	3.27		2447	
	FIFTH			2	2.50		50	62.50		6	7.50		14	17.50		4	5.00					4	5.00									Excluded		80	
		TOTAL		78	3.19		1462	59.75		468	19.13		301	12.30		56	2.29					82	3.35											2447	
	SIXTH			13	15.85		24	29.27		13	15.85		17	20.73		15	18.29						Excluded											82	
		TOTAL		91	3.72		1486	60.73		481	19.66		318	13.00		71	2.90																	2447	
	SEVENTH				Excluded		29	31.87		27	29.67		8	8.79		27	29.67																	91	
		TOTAL					1515	61.91		508	20.76		326	13.32		98	4.00																	2447	
	EIGHTH						16	16.33		51	52.04		31	31.63			Excluded																	98	
		TOTAL					1531	62.57		559	22.84		357	14.59																				2447	
	NINTH						245	68.63		112	31.37			Excluded																				357	
		TOTAL					1776	72.58		671	27.42																							2447	
							Elected																												
																																			
PRE POLL																																			
	FIRST			168	4.74		1550	43.70		1031	29.07		366	10.32		180	5.07		30	0.85		126	3.55		25	0.70		7	0.20		64	1.80		3547	
	SECOND			1	14.29		1	14.29		0	0.00		1	14.29		0	0.00		0	0.00		1	14.29		1	14.29			Excluded		2	28.57		7	
		TOTAL		169	4.76		1551	43.73		1031	29.07		367	10.35		180	5.07		30	0.85		127	3.58		26	0.73					66	1.86		3547	
	THIRD			3	10.00		4	13.33		9	30.00		5	16.67		1	3.33			Excluded		5	16.67		1	3.33					2	6.67		30	
		TOTAL		172	4.85		1555	43.84		1040	29.32		372	10.49		181	5.10					132	3.72		27	0.76					68	1.92		3547	
	FOURTH			0	0.00		3	11.11		3	11.11		4	14.81		0	0.00					16	59.26			Excluded					1	3.70		27	
		TOTAL		172	4.85		1558	43.92		1043	29.41		376	10.60		181	5.10					148	4.17								69	1.95		3547	
	FIFTH			4	5.80		34	49.28		7	10.14		5	7.25		6	8.70					13	18.84									Excluded		69	
		TOTAL		176	4.96		1592	44.88		1050	29.60		381	10.74		187	5.27					161	4.54											3547	
	SIXTH			23	14.29		44	27.33		41	25.47		21	13.04		32	19.88						Excluded											161	
		TOTAL		199	5.61		1636	46.12		1091	30.76		402	11.33		219	6.17																	3547	
	SEVENTH				Excluded		74	37.19		56	28.14		12	6.03		57	28.64																	199	
		TOTAL					1710	48.21		1147	32.34		414	11.67		276	7.78																	3547	
	EIGHTH						92	33.33		122	44.20		62	22.46			Excluded																	276	
		TOTAL					1802	50.80		1269	35.78		476	13.42																				3547	
	NINTH						241	50.63		235	49.37			Excluded																				476	
		TOTAL					2043	57.60		1504	42.40																							3547	
							Elected																												
																																			
PROVISIONAL																																			
	FIRST			8	4.49		51	28.65		85	47.75		14	7.87		6	3.37		2	1.12		7	3.93		1	0.56		1	0.56		3	1.69		178	
	SECOND			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00			Excluded		1	100.00		1	
		TOTAL		8	4.49		51	28.65		85	47.75		14	7.87		6	3.37		2	1.12		7	3.93		1	0.56					4	2.25		178	
	THIRD			0	0.00		0	0.00		0	0.00		0	0.00		1	50.00			Excluded		0	0.00		0	0.00					1	50.00		2	
		TOTAL		8	4.49		51	28.65		85	47.75		14	7.87		7	3.93					7	3.93		1	0.56					5	2.81		178	
	FOURTH			0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					1	100.00			Excluded					0	0.00		1	
		TOTAL		8	4.49		51	28.65		85	47.75		14	7.87		7	3.93					8	4.49								5	2.81		178	
	FIFTH			1	20.00		2	40.00		0	0.00		0	0.00		1	20.00					1	20.00									Excluded		5	
		TOTAL		9	5.06		53	29.78		85	47.75		14	7.87		8	4.49					9	5.06											178	
	SIXTH			1	11.11		1	11.11		2	22.22		3	33.33		2	22.22						Excluded											9	
		TOTAL		10	5.62		54	30.34		87	48.88		17	9.55		10	5.62																	178	
	SEVENTH				Excluded		4	40.00		4	40.00		0	0.00		2	20.00																	10	
		TOTAL					58	32.58		91	51.12		17	9.55		12	6.74																	178	
	EIGHTH						4	33.33		3	25.00		5	41.67			Excluded																	12	
		TOTAL					62	34.83		94	52.81		22	12.36																				178	
	NINTH						11	50.00		11	50.00			Excluded																				22	
		TOTAL					73	41.01		105	58.99																							178	
							Elected																												
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
